Taxa,Year,Location,Plant_height,Plant height collected in 2015 was new data in present study
PR1314_2234,2015,Manhattan,150.666666666667,
PR1314_2235,2015,Manhattan,88.6666666666667,
PR1314_2236,2015,Manhattan,172,
PR1314_2237,2015,Manhattan,172,
PR1314_2238,2015,Manhattan,96.6666666666667,
PR1314_2239,2015,Manhattan,158,
PR1314_2241,2015,Manhattan,83.3333333333333,
PR1314_2242,2015,Manhattan,166,
PR1314_2243,2015,Manhattan,136,
PR1314_2244,2015,Manhattan,106,
PR1314_2245,2015,Manhattan,134.666666666667,
PR1314_2246,2015,Manhattan,134,
PR1314_2247,2015,Manhattan,132.666666666667,
PR1314_2248,2015,Manhattan,154,
PR1314_2249,2015,Manhattan,168.666666666667,
PR1314_2250,2015,Manhattan,145.333333333333,
PR1314_2426,2015,Manhattan,146.666666666667,
PR1314_2427,2015,Manhattan,180.666666666667,
PR1314_2430,2015,Manhattan,135.333333333333,
PR1314_2431,2015,Manhattan,130.666666666667,
PR1314_2433,2015,Manhattan,118.666666666667,
PR1314_2434,2015,Manhattan,144.666666666667,
PR1314_2436,2015,Manhattan,189.333333333333,
PR1314_2437,2015,Manhattan,92.6666666666667,
PR1314_2438,2015,Manhattan,99.3333333333333,
PR1314_2440,2015,Manhattan,138.666666666667,
PR1314_2441,2015,Manhattan,198.666666666667,
PR1314_2443,2015,Manhattan,206,
PR1314_2448,2015,Manhattan,93.3333333333333,
PR1314_2449,2015,Manhattan,195.333333333333,
PR1314_2451,2015,Manhattan,148,
PR1314_2452,2015,Manhattan,117.333333333333,
PR1314_2453,2015,Manhattan,166.666666666667,
PR1314_2454,2015,Manhattan,124.666666666667,
PR1314_2455,2015,Manhattan,184.666666666667,
PR1314_2456,2015,Manhattan,176.666666666667,
PR1314_2457,2015,Manhattan,182.666666666667,
PR1314_2458,2015,Manhattan,138,
PR1314_2459,2015,Manhattan,117.333333333333,
PR1314_2460,2015,Manhattan,194,
PR1314_2463,2015,Manhattan,159.333333333333,
PR1314_2465,2015,Manhattan,136,
PR1314_2466,2015,Manhattan,171.333333333333,
PR1314_2467,2015,Manhattan,206.666666666667,
PR1314_2468,2015,Manhattan,227.333333333333,
PR1314_2471,2015,Manhattan,187.333333333333,
PR1314_2472,2015,Manhattan,125.333333333333,
PR1314_2473,2015,Manhattan,193.333333333333,
PR1314_2475,2015,Manhattan,194,
PR1314_2476,2015,Manhattan,150,
PR1314_2478,2015,Manhattan,130,
PR1314_2479,2015,Manhattan,205.333333333333,
PR1314_2481,2015,Manhattan,199.333333333333,
PR1314_2483,2015,Manhattan,86,
PR1314_2484,2015,Manhattan,144,
PR1314_2485,2015,Manhattan,216.666666666667,
PR1314_2487,2015,Manhattan,216,
PR1314_2488,2015,Manhattan,123.333333333333,
PR1314_2490,2015,Manhattan,214,
PR1314_2491,2015,Manhattan,135.333333333333,
PR1314_2492,2015,Manhattan,145.333333333333,
PR1314_2493,2015,Manhattan,150,
PR1314_2494,2015,Manhattan,141.333333333333,
PR1314_2496,2015,Manhattan,142.666666666667,
PR1314_2497,2015,Manhattan,156.666666666667,
PR1314_2498,2015,Manhattan,114,
PR1314_2499,2015,Manhattan,106,
PR1314_2500,2015,Manhattan,117.333333333333,
PR1314_2676,2015,Manhattan,95.3333333333333,
PR1314_2680,2015,Manhattan,126,
PR1314_2683,2015,Manhattan,118,
PR1314_2684,2015,Manhattan,152,
PR1314_2685,2015,Manhattan,134,
PR1314_2686,2015,Manhattan,110.666666666667,
PR1314_2688,2015,Manhattan,115.333333333333,
PR1314_2690,2015,Manhattan,117.333333333333,
PR1314_2691,2015,Manhattan,107.333333333333,
PR1314_2693,2015,Manhattan,122.666666666667,
PR1314_2694,2015,Manhattan,124.666666666667,
PR1314_2695,2015,Manhattan,115.333333333333,
PR1314_2697,2015,Manhattan,156.666666666667,
PR1314_2698,2015,Manhattan,146,
PR1314_2699,2015,Manhattan,112.666666666667,
PR1314_2700,2015,Manhattan,120,
PR1314_2701,2015,Manhattan,103.333333333333,
PR1314_2702,2015,Manhattan,111.333333333333,
PR1314_2703,2015,Manhattan,106.666666666667,
PR1314_2705,2015,Manhattan,137.333333333333,
PR1314_2707,2015,Manhattan,134.666666666667,
PR1314_2709,2015,Manhattan,143.333333333333,
PR1314_2710,2015,Manhattan,86,
PR1314_2711,2015,Manhattan,111.333333333333,
PR1314_2712,2015,Manhattan,108.666666666667,
PR1314_2713,2015,Manhattan,86.6666666666667,
PR1314_2714,2015,Manhattan,146.666666666667,
PR1314_2715,2015,Manhattan,144,
PR1314_2719,2015,Manhattan,116,
PR1314_2720,2015,Manhattan,112.666666666667,
PR1314_2721,2015,Manhattan,119.333333333333,
PR1314_2722,2015,Manhattan,136,
PR1314_2723,2015,Manhattan,120,
PR1314_2724,2015,Manhattan,151.333333333333,
PR1314_2725,2015,Manhattan,102.666666666667,
PR1314_2726,2015,Manhattan,122.666666666667,
PR1314_2728,2015,Manhattan,110.666666666667,
PR1314_2729,2015,Manhattan,98.6666666666667,
PR1314_2730,2015,Manhattan,103.333333333333,
PR1314_2731,2015,Manhattan,115.333333333333,
PR1314_2733,2015,Manhattan,78.6666666666667,
PR1314_2735,2015,Manhattan,131.333333333333,
PR1314_2736,2015,Manhattan,130.666666666667,
PR1314_2738,2015,Manhattan,133.333333333333,
PR1314_2740,2015,Manhattan,121.333333333333,
PR1314_2742,2015,Manhattan,90,
PR1314_2743,2015,Manhattan,84,
PR1314_2746,2015,Manhattan,96,
PR1314_2747,2015,Manhattan,164,
PR1314_2748,2015,Manhattan,170,
PR1314_2750,2015,Manhattan,88.6666666666667,
PR1314_2926,2015,Manhattan,110,
PR1314_2927,2015,Manhattan,128,
PR1314_2928,2015,Manhattan,145.333333333333,
PR1314_2929,2015,Manhattan,160,
PR1314_2930,2015,Manhattan,189.333333333333,
PR1314_2931,2015,Manhattan,192.666666666667,
PR1314_2932,2015,Manhattan,129.333333333333,
PR1314_2933,2015,Manhattan,134,
PR1314_2934,2015,Manhattan,164.666666666667,
PR1314_2937,2015,Manhattan,146,
PR1314_2938,2015,Manhattan,142.666666666667,
PR1314_2939,2015,Manhattan,138.666666666667,
PR1314_2940,2015,Manhattan,168.666666666667,
PR1314_2941,2015,Manhattan,174.666666666667,
PR1314_2942,2015,Manhattan,168.666666666667,
PR1314_2943,2015,Manhattan,161.333333333333,
PR1314_2944,2015,Manhattan,154,
PR1314_2945,2015,Manhattan,107.333333333333,
PR1314_2946,2015,Manhattan,146,
PR1314_2947,2015,Manhattan,180,
PR1314_2948,2015,Manhattan,184.666666666667,
PR1314_2949,2015,Manhattan,151.333333333333,
PR1314_2950,2015,Manhattan,116.666666666667,
PR1314_2951,2015,Manhattan,112,
PR1314_2952,2015,Manhattan,130,
PR1314_2953,2015,Manhattan,119.333333333333,
PR1314_2954,2015,Manhattan,142.666666666667,
PR1314_2956,2015,Manhattan,154.666666666667,
PR1314_2959,2015,Manhattan,151.333333333333,
PR1314_2960,2015,Manhattan,132,
PR1314_2961,2015,Manhattan,142,
PR1314_2962,2015,Manhattan,160,
PR1314_2963,2015,Manhattan,114.666666666667,
PR1314_2964,2015,Manhattan,158.666666666667,
PR1314_2965,2015,Manhattan,110.666666666667,
PR1314_2966,2015,Manhattan,150.666666666667,
PR1314_2967,2015,Manhattan,126.666666666667,
PR1314_2969,2015,Manhattan,124.666666666667,
PR1314_2970,2015,Manhattan,156.666666666667,
PR1314_2972,2015,Manhattan,143.333333333333,
PR1314_2973,2015,Manhattan,126.666666666667,
PR1314_2974,2015,Manhattan,137.333333333333,
PR1314_2975,2015,Manhattan,132,
PR1314_2976,2015,Manhattan,123.333333333333,
PR1314_2977,2015,Manhattan,111.333333333333,
PR1314_2978,2015,Manhattan,143.333333333333,
PR1314_2979,2015,Manhattan,123.333333333333,
PR1314_2980,2015,Manhattan,170.666666666667,
PR1314_2981,2015,Manhattan,108.666666666667,
PR1314_2982,2015,Manhattan,188,
PR1314_2985,2015,Manhattan,182,
PR1314_2986,2015,Manhattan,155.333333333333,
PR1314_2987,2015,Manhattan,144,
PR1314_2988,2015,Manhattan,122.666666666667,
PR1314_2989,2015,Manhattan,172.666666666667,
PR1314_2990,2015,Manhattan,152,
PR1314_2991,2015,Manhattan,178.666666666667,
PR1314_2992,2015,Manhattan,156,
PR1314_2993,2015,Manhattan,139.333333333333,
PR1314_2995,2015,Manhattan,160,
PR1314_2996,2015,Manhattan,122.666666666667,
PR1314_2998,2015,Manhattan,141.333333333333,
PR1314_2999,2015,Manhattan,110,
PR1314_3000,2015,Manhattan,95.3333333333333,
PR1314_3176,2015,Manhattan,122.666666666667,
PR1314_3177,2015,Manhattan,134.666666666667,
PR1314_3179,2015,Manhattan,112,
PR1314_3180,2015,Manhattan,108,
PR1314_3181,2015,Manhattan,125.333333333333,
PR1314_3182,2015,Manhattan,116.666666666667,
PR1314_3183,2015,Manhattan,136,
PR1314_3187,2015,Manhattan,131.333333333333,
PR1314_3188,2015,Manhattan,112,
PR1314_3189,2015,Manhattan,97.3333333333333,
PR1314_3190,2015,Manhattan,134.666666666667,
PR1314_3192,2015,Manhattan,99.3333333333333,
PR1314_3193,2015,Manhattan,90.6666666666667,
PR1314_3194,2015,Manhattan,134,
PR1314_3196,2015,Manhattan,80.6666666666667,
PR1314_3197,2015,Manhattan,144.666666666667,
PR1314_3198,2015,Manhattan,105.333333333333,
PR1314_3199,2015,Manhattan,132.666666666667,
PR1314_3200,2015,Manhattan,145.333333333333,
PR1314_3201,2015,Manhattan,141.333333333333,
PR1314_3202,2015,Manhattan,131.333333333333,
PR1314_3203,2015,Manhattan,132,
PR1314_3204,2015,Manhattan,141.333333333333,
PR1314_3205,2015,Manhattan,114,
PR1314_3206,2015,Manhattan,147.333333333333,
PR1314_3209,2015,Manhattan,113.333333333333,
PR1314_3211,2015,Manhattan,108,
PR1314_3212,2015,Manhattan,113.333333333333,
PR1314_3213,2015,Manhattan,128.666666666667,
PR1314_3214,2015,Manhattan,142,
PR1314_3216,2015,Manhattan,96.6666666666667,
PR1314_3218,2015,Manhattan,120.666666666667,
PR1314_3219,2015,Manhattan,165.333333333333,
PR1314_3220,2015,Manhattan,152.666666666667,
PR1314_3223,2015,Manhattan,157.333333333333,
PR1314_3224,2015,Manhattan,155.333333333333,
PR1314_3226,2015,Manhattan,104.666666666667,
PR1314_3228,2015,Manhattan,90.6666666666667,
PR1314_3229,2015,Manhattan,120.666666666667,
PR1314_3230,2015,Manhattan,92.6666666666667,
PR1314_3231,2015,Manhattan,109.333333333333,
PR1314_3232,2015,Manhattan,110,
PR1314_3233,2015,Manhattan,130.666666666667,
PR1314_3234,2015,Manhattan,158.666666666667,
PR1314_3235,2015,Manhattan,91.3333333333333,
PR1314_3237,2015,Manhattan,131.333333333333,
PR1314_3238,2015,Manhattan,100,
PR1314_3239,2015,Manhattan,122.666666666667,
PR1314_3240,2015,Manhattan,108.666666666667,
PR1314_3241,2015,Manhattan,140,
PR1314_3242,2015,Manhattan,149.333333333333,
PR1314_3243,2015,Manhattan,101.333333333333,
PR1314_3244,2015,Manhattan,139.333333333333,
PR1314_3247,2015,Manhattan,68,
PR1314_3248,2015,Manhattan,130,
PR1314_3249,2015,Manhattan,130.666666666667,
PR1314_3250,2015,Manhattan,142,
PR1314_3426,2015,Manhattan,114.666666666667,
PR1314_3427,2015,Manhattan,134,
PR1314_3428,2015,Manhattan,131.333333333333,
PR1314_3429,2015,Manhattan,119.333333333333,
PR1314_3430,2015,Manhattan,132.666666666667,
PR1314_3431,2015,Manhattan,119.333333333333,
PR1314_3432,2015,Manhattan,135.333333333333,
PR1314_3433,2015,Manhattan,106.666666666667,
PR1314_3434,2015,Manhattan,170.666666666667,
PR1314_3435,2015,Manhattan,123.333333333333,
PR1314_3436,2015,Manhattan,135.333333333333,
PR1314_3437,2015,Manhattan,151.333333333333,
PR1314_3438,2015,Manhattan,131.333333333333,
PR1314_3439,2015,Manhattan,152,
PR1314_3440,2015,Manhattan,212,
PR1314_3441,2015,Manhattan,134.666666666667,
PR1314_3442,2015,Manhattan,176,
PR1314_3443,2015,Manhattan,161.333333333333,
PR1314_3444,2015,Manhattan,172,
PR1314_3445,2015,Manhattan,153.333333333333,
PR1314_3446,2015,Manhattan,151.333333333333,
PR1314_3447,2015,Manhattan,161.333333333333,
PR1314_3448,2015,Manhattan,116.666666666667,
PR1314_3449,2015,Manhattan,180,
PR1314_3450,2015,Manhattan,202.666666666667,
PR1314_3451,2015,Manhattan,159.333333333333,
PR1314_3452,2015,Manhattan,116.666666666667,
PR1314_3453,2015,Manhattan,143.333333333333,
PR1314_3454,2015,Manhattan,139.333333333333,
PR1314_3455,2015,Manhattan,134,
PR1314_3456,2015,Manhattan,158,
PR1314_3457,2015,Manhattan,169.333333333333,
PR1314_3458,2015,Manhattan,167.333333333333,
PR1314_3459,2015,Manhattan,150.666666666667,
PR1314_3460,2015,Manhattan,152.666666666667,
PR1314_3461,2015,Manhattan,177.333333333333,
PR1314_3462,2015,Manhattan,162.666666666667,
PR1314_3463,2015,Manhattan,146.666666666667,
PR1314_3464,2015,Manhattan,107.333333333333,
PR1314_3465,2015,Manhattan,122.666666666667,
PR1314_3466,2015,Manhattan,180.666666666667,
PR1314_3467,2015,Manhattan,171.333333333333,
PR1314_3468,2015,Manhattan,110.666666666667,
PR1314_3469,2015,Manhattan,123.333333333333,
PR1314_3470,2015,Manhattan,204,
PR1314_3471,2015,Manhattan,83.3333333333333,
PR1314_3472,2015,Manhattan,136.666666666667,
PR1314_3473,2015,Manhattan,171.333333333333,
PR1314_3474,2015,Manhattan,111.333333333333,
PR1314_3475,2015,Manhattan,155.333333333333,
PR1314_3476,2015,Manhattan,161.333333333333,
PR1314_3477,2015,Manhattan,186.666666666667,
PR1314_3478,2015,Manhattan,190,
PR1314_3479,2015,Manhattan,199.333333333333,
PR1314_3480,2015,Manhattan,127.333333333333,
PR1314_3481,2015,Manhattan,128,
PR1314_3482,2015,Manhattan,104.666666666667,
PR1314_3484,2015,Manhattan,160.666666666667,
PR1314_3485,2015,Manhattan,156.666666666667,
PR1314_3486,2015,Manhattan,102.666666666667,
PR1314_3487,2015,Manhattan,151.333333333333,
PR1314_3488,2015,Manhattan,166,
PR1314_3489,2015,Manhattan,179.333333333333,
PR1314_3490,2015,Manhattan,102,
PR1314_3491,2015,Manhattan,156,
PR1314_3495,2015,Manhattan,180.666666666667,
PR1314_3496,2015,Manhattan,185.333333333333,
PR1314_3497,2015,Manhattan,106,
PR1314_3498,2015,Manhattan,188.666666666667,
PR1314_3499,2015,Manhattan,159.333333333333,
PR1314_3500,2015,Manhattan,104,
PI656057,2015,Manhattan,129.333333333333,
PI656057,2015,Manhattan,142,
PI655996,2015,Manhattan,102,
PI655996,2015,Manhattan,108.666666666667,
PI655996,2015,Manhattan,102.666666666667,
PI655996,2015,Manhattan,112.666666666667,
SC1103,2015,Manhattan,138,
SC1103,2015,Manhattan,172.666666666667,
PI597980,2015,Manhattan,100.666666666667,
PI597980,2015,Manhattan,94,
PI533766,2015,Manhattan,114,
PI533766,2015,Manhattan,110,
PI533869,2015,Manhattan,132,
PI533869,2015,Manhattan,134.666666666667,
PI534133,2015,Manhattan,108.666666666667,
PI534133,2015,Manhattan,110,
PI656111,2015,Manhattan,162.666666666667,
PI656111,2015,Manhattan,176.666666666667,
PI656015,2015,Manhattan,182,
PI656015,2015,Manhattan,196,
PI565121,2015,Manhattan,124.666666666667,
PI565121,2015,Manhattan,136.666666666667,
PI656023,2015,Manhattan,166.666666666667,
PI656023,2015,Manhattan,181.333333333333,
PR1314_1001,2015,Hays,205.333333333333,
PR1314_1002,2015,Hays,188.666666666667,
PR1314_1007,2015,Hays,96.6666666666667,
PR1314_1010,2015,Hays,118,
PR1314_1013,2015,Hays,176,
PR1314_1015,2015,Hays,121.333333333333,
PR1314_1036,2015,Hays,214.666666666667,
PR1314_1037,2015,Hays,149.333333333333,
PR1314_1038,2015,Hays,106.666666666667,
PR1314_1071,2015,Hays,240,
PR1314_1100,2015,Hays,139.333333333333,
PR1314_1106,2015,Hays,198.666666666667,
PR1314_1122,2015,Hays,122,
PR1314_1125,2015,Hays,247.333333333333,
PR1314_1131,2015,Hays,134,
PR1314_1135,2015,Hays,168,
PR1314_1144,2015,Hays,122,
PR1314_1157,2015,Hays,132,
PR1314_1182,2015,Hays,163.333333333333,
PR1314_1183,2015,Hays,186.666666666667,
PR1314_1203,2015,Hays,267.333333333333,
PR1314_1276,2015,Hays,108,
PR1314_1277,2015,Hays,206.666666666667,
PR1314_1296,2015,Hays,193.333333333333,
PR1314_1306,2015,Hays,215.333333333333,
PR1314_1310,2015,Hays,74,
PR1314_1312,2015,Hays,46.6666666666667,
PR1314_1313,2015,Hays,98,
PR1314_1314,2015,Hays,104.666666666667,
PR1314_1323,2015,Hays,137.333333333333,
PR1314_1337,2015,Hays,140.666666666667,
PR1314_1339,2015,Hays,206,
PR1314_1342,2015,Hays,168,
PR1314_1348,2015,Hays,174,
PR1314_1354,2015,Hays,64,
PR1314_1355,2015,Hays,193.333333333333,
PR1314_1366,2015,Hays,140.666666666667,
PR1314_1374,2015,Hays,114.666666666667,
PR1314_1379,2015,Hays,78.6666666666667,
PR1314_1389,2015,Hays,165.333333333333,
PR1314_1398,2015,Hays,186.666666666667,
PR1314_1419,2015,Hays,190,
PR1314_1441,2015,Hays,152,
PR1314_1442,2015,Hays,145.333333333333,
PR1314_1444,2015,Hays,125.333333333333,
PR1314_1445,2015,Hays,150,
PR1314_1485,2015,Hays,228.666666666667,
PR1314_1503,2015,Hays,112.666666666667,
PR1314_1505,2015,Hays,149.333333333333,
PR1314_1508,2015,Hays,135.333333333333,
PR1314_1518,2015,Hays,138,
PR1314_1519,2015,Hays,164,
PR1314_1520,2015,Hays,100.666666666667,
PR1314_1522,2015,Hays,150,
PR1314_1526,2015,Hays,156,
PR1314_1529,2015,Hays,121.333333333333,
PR1314_1536,2015,Hays,104.666666666667,
PR1314_1536,2015,Hays,100.666666666667,
PR1314_1537,2015,Hays,144.666666666667,
PR1314_1538,2015,Hays,131.333333333333,
PR1314_1547,2015,Hays,143.333333333333,
PR1314_1552,2015,Hays,104,
PR1314_1555,2015,Hays,157.333333333333,
PR1314_1556,2015,Hays,158,
PR1314_1557,2015,Hays,102.666666666667,
PR1314_1560,2015,Hays,137.333333333333,
PR1314_1563,2015,Hays,161.333333333333,
PR1314_1564,2015,Hays,176,
PR1314_1566,2015,Hays,104,
PR1314_1577,2015,Hays,130,
PR1314_1578,2015,Hays,133.333333333333,
PR1314_1585,2015,Hays,152.666666666667,
PR1314_1594,2015,Hays,167.333333333333,
PR1314_1597,2015,Hays,126,
PR1314_1602,2015,Hays,128.666666666667,
PR1314_1604,2015,Hays,166.666666666667,
PR1314_1607,2015,Hays,200,
PR1314_1611,2015,Hays,64.6666666666667,
PR1314_1612,2015,Hays,178,
PR1314_1613,2015,Hays,129.333333333333,
PR1314_1615,2015,Hays,146.666666666667,
PR1314_1620,2015,Hays,140.666666666667,
PR1314_1624,2015,Hays,74,
PR1314_1627,2015,Hays,162,
PR1314_1631,2015,Hays,122.666666666667,
PR1314_1634,2015,Hays,210.666666666667,
PR1314_1638,2015,Hays,98,
PR1314_1641,2015,Hays,145.333333333333,
PR1314_1666,2015,Hays,125.333333333333,
PR1314_1675,2015,Hays,159.333333333333,
PR1314_1679,2015,Hays,154,
PR1314_1682,2015,Hays,66.6666666666667,
PR1314_1693,2015,Hays,125.333333333333,
PR1314_1703,2015,Hays,98,
PR1314_1709,2015,Hays,144,
PR1314_1715,2015,Hays,153.333333333333,
PR1314_1716,2015,Hays,119.333333333333,
PR1314_1718,2015,Hays,124.666666666667,
PR1314_1720,2015,Hays,36,
PR1314_1723,2015,Hays,93.3333333333333,
PR1314_1724,2015,Hays,118.666666666667,
PR1314_1730,2015,Hays,108,
PR1314_1733,2015,Hays,121.333333333333,
PR1314_1748,2015,Hays,150.666666666667,
PR1314_1769,2015,Hays,140,
PR1314_1790,2015,Hays,102.666666666667,
PR1314_1791,2015,Hays,106,
PR1314_1803,2015,Hays,167.333333333333,
PR1314_1816,2015,Hays,84.6666666666667,
PR1314_1854,2015,Hays,100.666666666667,
PR1314_1872,2015,Hays,180.666666666667,
PR1314_1916,2015,Hays,228,
PR1314_1939,2015,Hays,128.666666666667,
PR1314_1955,2015,Hays,117.333333333333,
PR1314_1963,2015,Hays,100.666666666667,
PR1314_1971,2015,Hays,116.666666666667,
PR1314_1986,2015,Hays,132.666666666667,
PR1314_2023,2015,Hays,172.666666666667,
PR1314_2035,2015,Hays,202.666666666667,
PR1314_2071,2015,Hays,137.333333333333,
PR1314_2075,2015,Hays,136,
PR1314_2090,2015,Hays,104.666666666667,
PR1314_2110,2015,Hays,110.666666666667,
PR1314_2121,2015,Hays,143.333333333333,
PR1314_2125,2015,Hays,150,
PR1314_2126,2015,Hays,132.666666666667,
PR1314_2155,2015,Hays,132,
PR1314_2160,2015,Hays,237.333333333333,
PR1314_2161,2015,Hays,147.333333333333,
PR1314_2175,2015,Hays,156,
PR1314_2193,2015,Hays,196,
PR1314_2225,2015,Hays,151.333333333333,
PR1314_2253,2015,Hays,143.333333333333,
PR1314_2257,2015,Hays,96.6666666666667,
PR1314_2259,2015,Hays,99.3333333333333,
PR1314_2272,2015,Hays,146.666666666667,
PR1314_2277,2015,Hays,204,
PR1314_2289,2015,Hays,104.666666666667,
PR1314_2298,2015,Hays,78.6666666666667,
PR1314_2303,2015,Hays,203.333333333333,
PR1314_2305,2015,Hays,166,
PR1314_2306,2015,Hays,140,
PR1314_2317,2015,Hays,152.666666666667,
PR1314_2318,2015,Hays,274,
PR1314_2320,2015,Hays,171.333333333333,
PR1314_2329,2015,Hays,98,
PR1314_2332,2015,Hays,149.333333333333,
PR1314_2333,2015,Hays,166.666666666667,
PR1314_2353,2015,Hays,55.3333333333333,
PR1314_2354,2015,Hays,146.666666666667,
PR1314_2387,2015,Hays,170.666666666667,
PR1314_2389,2015,Hays,136,
PR1314_2393,2015,Hays,60.6666666666667,
PR1314_2402,2015,Hays,136,
PR1314_2407,2015,Hays,98,
PR1314_2417,2015,Hays,136.666666666667,
PR1314_2429,2015,Hays,174.666666666667,
PR1314_2432,2015,Hays,45.3333333333333,
PR1314_2439,2015,Hays,174,
PR1314_2442,2015,Hays,166,
PR1314_2446,2015,Hays,114,
PR1314_2464,2015,Hays,202,
PR1314_2477,2015,Hays,162,
PR1314_2486,2015,Hays,98.6666666666667,
PR1314_2495,2015,Hays,93.3333333333333,
PR1314_2504,2015,Hays,145.333333333333,
PR1314_2506,2015,Hays,96.6666666666667,
PR1314_2511,2015,Hays,170.666666666667,
PR1314_2517,2015,Hays,106,
PR1314_2518,2015,Hays,133.333333333333,
PR1314_2519,2015,Hays,69.3333333333333,
PR1314_2520,2015,Hays,146.666666666667,
PR1314_2530,2015,Hays,138,
PR1314_2548,2015,Hays,96.6666666666667,
PR1314_2559,2015,Hays,148.666666666667,
PR1314_2561,2015,Hays,133.333333333333,
PR1314_2564,2015,Hays,95.3333333333333,
PR1314_2587,2015,Hays,102.666666666667,
PR1314_2602,2015,Hays,94,
PR1314_2614,2015,Hays,137.333333333333,
PR1314_2616,2015,Hays,100.666666666667,
PR1314_2619,2015,Hays,108,
PR1314_2625,2015,Hays,134.666666666667,
PR1314_2652,2015,Hays,174.666666666667,
PR1314_2664,2015,Hays,124.666666666667,
PR1314_2665,2015,Hays,176,
PR1314_2681,2015,Hays,145.333333333333,
PR1314_2682,2015,Hays,120.666666666667,
PR1314_2689,2015,Hays,114,
PR1314_2696,2015,Hays,104.666666666667,
PR1314_2704,2015,Hays,136,
PR1314_2706,2015,Hays,98.6666666666667,
PR1314_2708,2015,Hays,106.666666666667,
PR1314_2717,2015,Hays,124,
PR1314_2718,2015,Hays,92,
PR1314_2734,2015,Hays,159.333333333333,
PR1314_2737,2015,Hays,93.3333333333333,
PR1314_2741,2015,Hays,116.666666666667,
PR1314_2744,2015,Hays,88.6666666666667,
PR1314_2745,2015,Hays,108,
PR1314_2749,2015,Hays,162,
PR1314_2754,2015,Hays,104.666666666667,
PR1314_2756,2015,Hays,108.666666666667,
PR1314_2760,2015,Hays,118,
PR1314_2764,2015,Hays,115.333333333333,
PR1314_2772,2015,Hays,165.333333333333,
PR1314_2775,2015,Hays,130.666666666667,
PR1314_2792,2015,Hays,121.333333333333,
PR1314_2802,2015,Hays,103.333333333333,
PR1314_2822,2015,Hays,98,
PR1314_2824,2015,Hays,132,
PR1314_2829,2015,Hays,189.333333333333,
PR1314_2831,2015,Hays,119.333333333333,
PR1314_2838,2015,Hays,127.333333333333,
PR1314_2845,2015,Hays,184,
PR1314_2853,2015,Hays,98,
PR1314_2866,2015,Hays,98,
PR1314_2880,2015,Hays,143.333333333333,
PR1314_2916,2015,Hays,141.333333333333,
PR1314_2922,2015,Hays,76,
PR1314_2935,2015,Hays,164.666666666667,
PR1314_2936,2015,Hays,102,
PR1314_2957,2015,Hays,178,
PR1314_2984,2015,Hays,128.666666666667,
PR1314_2994,2015,Hays,148.666666666667,
PR1314_2997,2015,Hays,108.666666666667,
PR1314_3003,2015,Hays,122.666666666667,
PR1314_3006,2015,Hays,123.333333333333,
PR1314_3016,2015,Hays,121.333333333333,
PR1314_3017,2015,Hays,102.666666666667,
PR1314_3018,2015,Hays,124.666666666667,
PR1314_3023,2015,Hays,130,
PR1314_3025,2015,Hays,174.666666666667,
PR1314_3027,2015,Hays,159.333333333333,
PR1314_3028,2015,Hays,144.666666666667,
PR1314_3029,2015,Hays,98,
PR1314_3038,2015,Hays,161.333333333333,
PR1314_3046,2015,Hays,165.333333333333,
PR1314_3047,2015,Hays,154,
PR1314_3051,2015,Hays,78.6666666666667,
PR1314_3053,2015,Hays,130,
PR1314_3076,2015,Hays,116,
PR1314_3090,2015,Hays,163.333333333333,
PR1314_3094,2015,Hays,101.333333333333,
PR1314_3116,2015,Hays,106.666666666667,
PR1314_3122,2015,Hays,120,
PR1314_3124,2015,Hays,140,
PR1314_3125,2015,Hays,132,
PR1314_3132,2015,Hays,112,
PR1314_3136,2015,Hays,150.666666666667,
PR1314_3145,2015,Hays,120.666666666667,
PR1314_3150,2015,Hays,171.333333333333,
PR1314_3157,2015,Hays,130,
PR1314_3160,2015,Hays,140,
PR1314_3162,2015,Hays,95.3333333333333,
PR1314_3163,2015,Hays,171.333333333333,
PR1314_3166,2015,Hays,120,
PR1314_3172,2015,Hays,146,
PR1314_3178,2015,Hays,137.333333333333,
PR1314_3184,2015,Hays,136,
PR1314_3185,2015,Hays,94,
PR1314_3186,2015,Hays,127.333333333333,
PR1314_3195,2015,Hays,98,
PR1314_3208,2015,Hays,119.333333333333,
PR1314_3210,2015,Hays,132.666666666667,
PR1314_3215,2015,Hays,138,
PR1314_3222,2015,Hays,101.333333333333,
PR1314_3225,2015,Hays,133.333333333333,
PR1314_3227,2015,Hays,140,
PR1314_3236,2015,Hays,124.666666666667,
PR1314_3245,2015,Hays,141.333333333333,
PR1314_3246,2015,Hays,116,
PR1314_3283,2015,Hays,164,
PR1314_3285,2015,Hays,170,
PR1314_3287,2015,Hays,32,
PR1314_3289,2015,Hays,99.3333333333333,
PR1314_3316,2015,Hays,176.666666666667,
PR1314_3321,2015,Hays,127.333333333333,
PR1314_3322,2015,Hays,85.3333333333333,
PR1314_3323,2015,Hays,101.333333333333,
PR1314_3324,2015,Hays,100,
PR1314_3325,2015,Hays,96.6666666666667,
PR1314_3330,2015,Hays,160,
PR1314_3335,2015,Hays,198,
PR1314_3351,2015,Hays,104,
PR1314_3356,2015,Hays,169.333333333333,
PR1314_3357,2015,Hays,137.333333333333,
PR1314_3358,2015,Hays,126,
PR1314_3360,2015,Hays,131.333333333333,
