Plot_ID	Pedigree	LIB	Family
PR1314_1404	Tx430/SC971	PR1314_1404:781	SC971_RIL
PR1314_1405	Tx430/SC971	PR1314_1405:782	SC971_RIL
PR1314_1406	Tx430/SC971	PR1314_1406:783	SC971_RIL
PR1314_1407	Tx430/SC971	PR1314_1407:784	SC971_RIL
PR1314_1408	Tx430/SC971	PR1314_1408:785	SC971_RIL
PR1314_1409	Tx430/SC971	PR1314_1409:786	SC971_RIL
PR1314_1410	Tx430/SC971	PR1314_1410:787	SC971_RIL
PR1314_1411	Tx430/SC971	PR1314_1411:788	SC971_RIL
PR1314_1412	Tx430/SC971	PR1314_1412:789	SC971_RIL
PR1314_1413	Tx430/SC971	PR1314_1413:790	SC971_RIL
PR1314_1414	Tx430/SC971	PR1314_1414:791	SC971_RIL
PR1314_1415	Tx430/SC971	PR1314_1415:792	SC971_RIL
PR1314_1416	Tx430/SC971	PR1314_1416:MERGE	SC971_RIL
PR1314_1417	Tx430/SC971	PR1314_1417:794	SC971_RIL
PR1314_1418	Tx430/SC971	PR1314_1418:795	SC971_RIL
PR1314_1419	Tx430/SC971	PR1314_1419:796	SC971_RIL
PR1314_1420	Tx430/SC971	PR1314_1420:797	SC971_RIL
PR1314_1421	Tx430/SC971	PR1314_1421:798	SC971_RIL
PR1314_1422	Tx430/SC971	PR1314_1422:799	SC971_RIL
PR1314_1423	Tx430/SC971	PR1314_1423:800	SC971_RIL
PR1314_1424	Tx430/SC971	PR1314_1424:801	SC971_RIL
PR1314_1425	Tx430/SC971	PR1314_1425:802	SC971_RIL
PR1314_1426	Tx430/SC971	PR1314_1426:803	SC971_RIL
PR1314_1427	Tx430/SC971	PR1314_1427:804	SC971_RIL
PR1314_1428	Tx430/SC971	PR1314_1428:805	SC971_RIL
PR1314_1429	Tx430/SC971	PR1314_1429:806	SC971_RIL
PR1314_1431	Tx430/SC971	PR1314_1431:807	SC971_RIL
PR1314_1432	Tx430/SC971	PR1314_1432:808	SC971_RIL
PR1314_1433	Tx430/SC971	PR1314_1433:809	SC971_RIL
PR1314_1434	Tx430/SC971	PR1314_1434:810	SC971_RIL
PR1314_1435	Tx430/SC971	PR1314_1435:811	SC971_RIL
PR1314_1436	Tx430/SC971	PR1314_1436:812	SC971_RIL
PR1314_1437	Tx430/SC971	PR1314_1437:813	SC971_RIL
PR1314_1438	Tx430/SC971	PR1314_1438:814	SC971_RIL
PR1314_1439	Tx430/SC971	PR1314_1439:815	SC971_RIL
PR1314_1440	Tx430/SC971	PR1314_1440:MERGE	SC971_RIL
PR1314_1441	Tx430/SC971	PR1314_1441:817	SC971_RIL
PR1314_1442	Tx430/SC971	PR1314_1442:818	SC971_RIL
PR1314_1443	Tx430/SC971	PR1314_1443:819	SC971_RIL
PR1314_1446	Tx430/SC971	PR1314_1446:820	SC971_RIL
PR1314_1447	Tx430/SC971	PR1314_1447:821	SC971_RIL
PR1314_1448	Tx430/SC971	PR1314_1448:822	SC971_RIL
PR1314_1449	Tx430/SC971	PR1314_1449:823	SC971_RIL
PR1314_1450	Tx430/SC971	PR1314_1450:824	SC971_RIL
PR1314_1451	Tx430/SC971	PR1314_1451:825	SC971_RIL
PR1314_1452	Tx430/SC971	PR1314_1452:826	SC971_RIL
PR1314_1453	Tx430/SC971	PR1314_1453:827	SC971_RIL
PR1314_1454	Tx430/SC971	PR1314_1454:828	SC971_RIL
PR1314_1455	Tx430/SC971	PR1314_1455:829	SC971_RIL
PR1314_1456	Tx430/SC971	PR1314_1456:830	SC971_RIL
PR1314_1457	Tx430/SC971	PR1314_1457:831	SC971_RIL
PR1314_1458	Tx430/SC971	PR1314_1458:MERGE	SC971_RIL
PR1314_1459	Tx430/SC971	PR1314_1459:833	SC971_RIL
PR1314_1460	Tx430/SC971	PR1314_1460:834	SC971_RIL
PR1314_1461	Tx430/SC971	PR1314_1461:835	SC971_RIL
PR1314_1462	Tx430/SC971	PR1314_1462:836	SC971_RIL
PR1314_1463	Tx430/SC971	PR1314_1463:837	SC971_RIL
PR1314_1464	Tx430/SC971	PR1314_1464:838	SC971_RIL
PR1314_1465	Tx430/SC971	PR1314_1465:839	SC971_RIL
PR1314_1466	Tx430/SC971	PR1314_1466:MERGE	SC971_RIL
PR1314_1467	Tx430/SC971	PR1314_1467:841	SC971_RIL
PR1314_1468	Tx430/SC971	PR1314_1468:842	SC971_RIL
PR1314_1469	Tx430/SC971	PR1314_1469:843	SC971_RIL
PR1314_1470	Tx430/SC971	PR1314_1470:844	SC971_RIL
PR1314_1471	Tx430/SC971	PR1314_1471:MERGE	SC971_RIL
PR1314_1472	Tx430/SC971	PR1314_1472:846	SC971_RIL
PR1314_1473	Tx430/SC971	PR1314_1473:847	SC971_RIL
PR1314_1474	Tx430/SC971	PR1314_1474:848	SC971_RIL
PR1314_1475	Tx430/SC971	PR1314_1475:849	SC971_RIL
PR1314_1476	Tx430/SC971	PR1314_1476:850	SC971_RIL
PR1314_1477	Tx430/SC971	PR1314_1477:851	SC971_RIL
PR1314_1478	Tx430/SC971	PR1314_1478:MERGE	SC971_RIL
PR1314_1479	Tx430/SC971	PR1314_1479:853	SC971_RIL
PR1314_1480	Tx430/SC971	PR1314_1480:854	SC971_RIL
PR1314_1481	Tx430/SC971	PR1314_1481:855	SC971_RIL
PR1314_1482	Tx430/SC971	PR1314_1482:856	SC971_RIL
PR1314_1483	Tx430/SC971	PR1314_1483:MERGE	SC971_RIL
PR1314_1484	Tx430/SC971	PR1314_1484:MERGE	SC971_RIL
PR1314_1485	Tx430/SC971	PR1314_1485:859	SC971_RIL
PR1314_1486	Tx430/SC971	PR1314_1486:860	SC971_RIL
PR1314_1487	Tx430/SC971	PR1314_1487:861	SC971_RIL
PR1314_1488	Tx430/SC971	PR1314_1488:862	SC971_RIL
PR1314_1489	Tx430/SC971	PR1314_1489:MERGE	SC971_RIL
PR1314_1490	Tx430/SC971	PR1314_1490:864	SC971_RIL
PR1314_1491	Tx430/SC971	PR1314_1491:865	SC971_RIL
PR1314_1492	Tx430/SC971	PR1314_1492:MERGE	SC971_RIL
PR1314_1493	Tx430/SC971	PR1314_1493:MERGE	SC971_RIL
PR1314_1494	Tx430/SC971	PR1314_1494:MERGE	SC971_RIL
PR1314_1495	Tx430/SC971	PR1314_1495:MERGE	SC971_RIL
PR1314_1496	Tx430/SC971	PR1314_1496:870	SC971_RIL
PR1314_1497	Tx430/SC971	PR1314_1497:MERGE	SC971_RIL
PR1314_1498	Tx430/SC971	PR1314_1498:872	SC971_RIL
PR1314_1499	Tx430/SC971	PR1314_1499:873	SC971_RIL
PR1314_1500	Tx430/SC971	PR1314_1500:MERGE	SC971_RIL
PR1314_1501	Tx430/SC1103	PR1314_1501:875	SC1103_RIL
PR1314_1502	Tx430/SC1103	PR1314_1502:876	SC1103_RIL
PR1314_1503	Tx430/SC1103	PR1314_1503:877	SC1103_RIL
PR1314_1504	Tx430/SC1103	PR1314_1504:878	SC1103_RIL
PR1314_1505	Tx430/SC1103	PR1314_1505:879	SC1103_RIL
PR1314_1506	Tx430/SC1103	PR1314_1506:880	SC1103_RIL
PR1314_1507	Tx430/SC1103	PR1314_1507:881	SC1103_RIL
PR1314_1508	Tx430/SC1103	PR1314_1508:882	SC1103_RIL
PR1314_1509	Tx430/SC1103	PR1314_1509:883	SC1103_RIL
PR1314_1510	Tx430/SC1103	PR1314_1510:884	SC1103_RIL
PR1314_1511	Tx430/SC1103	PR1314_1511:885	SC1103_RIL
PR1314_1512	Tx430/SC1103	PR1314_1512:886	SC1103_RIL
PR1314_1513	Tx430/SC1103	PR1314_1513:887	SC1103_RIL
PR1314_1514	Tx430/SC1103	PR1314_1514:888	SC1103_RIL
PR1314_1515	Tx430/SC1103	PR1314_1515:889	SC1103_RIL
PR1314_1516	Tx430/SC1103	PR1314_1516:890	SC1103_RIL
PR1314_1517	Tx430/SC1103	PR1314_1517:891	SC1103_RIL
PR1314_1518	Tx430/SC1103	PR1314_1518:892	SC1103_RIL
PR1314_1519	Tx430/SC1103	PR1314_1519:893	SC1103_RIL
PR1314_1520	Tx430/SC1103	PR1314_1520:894	SC1103_RIL
PR1314_1521	Tx430/SC1103	PR1314_1521:MERGE	SC1103_RIL
PR1314_1522	Tx430/SC1103	PR1314_1522:896	SC1103_RIL
PR1314_1523	Tx430/SC1103	PR1314_1523:MERGE	SC1103_RIL
PR1314_1524	Tx430/SC1103	PR1314_1524:898	SC1103_RIL
PR1314_1525	Tx430/SC1103	PR1314_1525:899	SC1103_RIL
PR1314_1526	Tx430/SC1103	PR1314_1526:MERGE	SC1103_RIL
PR1314_1527	Tx430/SC1103	PR1314_1527:901	SC1103_RIL
PR1314_1529	Tx430/SC1103	PR1314_1529:902	SC1103_RIL
PR1314_1530	Tx430/SC1103	PR1314_1530:903	SC1103_RIL
PR1314_1531	Tx430/SC1103	PR1314_1531:904	SC1103_RIL
PR1314_1532	Tx430/SC1103	PR1314_1532:905	SC1103_RIL
PR1314_1533	Tx430/SC1103	PR1314_1533:906	SC1103_RIL
PR1314_1534	Tx430/SC1103	PR1314_1534:MERGE	SC1103_RIL
PR1314_1535	Tx430/SC1103	PR1314_1535:908	SC1103_RIL
PR1314_1536	Tx430/SC1103	PR1314_1536:909	SC1103_RIL
PR1314_1537	Tx430/SC1103	PR1314_1537:910	SC1103_RIL
PR1314_1538	Tx430/SC1103	PR1314_1538:911	SC1103_RIL
PR1314_1539	Tx430/SC1103	PR1314_1539:912	SC1103_RIL
PR1314_1540	Tx430/SC1103	PR1314_1540:913	SC1103_RIL
PR1314_1541	Tx430/SC1103	PR1314_1541:914	SC1103_RIL
PR1314_1542	Tx430/SC1103	PR1314_1542:915	SC1103_RIL
PR1314_1543	Tx430/SC1103	PR1314_1543:916	SC1103_RIL
PR1314_1544	Tx430/SC1103	PR1314_1544:MERGE	SC1103_RIL
PR1314_1545	Tx430/SC1103	PR1314_1545:918	SC1103_RIL
PR1314_1546	Tx430/SC1103	PR1314_1546:919	SC1103_RIL
PR1314_1547	Tx430/SC1103	PR1314_1547:920	SC1103_RIL
PR1314_1548	Tx430/SC1103	PR1314_1548:921	SC1103_RIL
PR1314_1549	Tx430/SC1103	PR1314_1549:MERGE	SC1103_RIL
PR1314_1550	Tx430/SC1103	PR1314_1550:923	SC1103_RIL
PR1314_1551	Tx430/SC1103	PR1314_1551:924	SC1103_RIL
PR1314_1552	Tx430/SC1103	PR1314_1552:925	SC1103_RIL
PR1314_1553	Tx430/SC1103	PR1314_1553:926	SC1103_RIL
PR1314_1554	Tx430/SC1103	PR1314_1554:927	SC1103_RIL
PR1314_1555	Tx430/SC1103	PR1314_1555:928	SC1103_RIL
PR1314_1556	Tx430/SC1103	PR1314_1556:929	SC1103_RIL
PR1314_1557	Tx430/SC1103	PR1314_1557:930	SC1103_RIL
PR1314_1558	Tx430/SC1103	PR1314_1558:931	SC1103_RIL
PR1314_1559	Tx430/SC1103	PR1314_1559:932	SC1103_RIL
PR1314_1560	Tx430/SC1103	PR1314_1560:933	SC1103_RIL
PR1314_1561	Tx430/SC1103	PR1314_1561:934	SC1103_RIL
PR1314_1562	Tx430/SC1103	PR1314_1562:935	SC1103_RIL
PR1314_1563	Tx430/SC1103	PR1314_1563:936	SC1103_RIL
PR1314_1564	Tx430/SC1103	PR1314_1564:937	SC1103_RIL
PR1314_1565	Tx430/SC1103	PR1314_1565:938	SC1103_RIL
PR1314_1566	Tx430/SC1103	PR1314_1566:939	SC1103_RIL
PR1314_1567	Tx430/SC1103	PR1314_1567:940	SC1103_RIL
PR1314_1568	Tx430/SC1103	PR1314_1568:941	SC1103_RIL
PR1314_1569	Tx430/SC1103	PR1314_1569:942	SC1103_RIL
PR1314_1570	Tx430/SC1103	PR1314_1570:943	SC1103_RIL
PR1314_1571	Tx430/SC1103	PR1314_1571:944	SC1103_RIL
PR1314_1572	Tx430/SC1103	PR1314_1572:945	SC1103_RIL
PR1314_1573	Tx430/SC1103	PR1314_1573:946	SC1103_RIL
PR1314_1574	Tx430/SC1103	PR1314_1574:947	SC1103_RIL
PR1314_1575	Tx430/SC1103	PR1314_1575:948	SC1103_RIL
PR1314_1576	Tx430/SC1103	PR1314_1576:949	SC1103_RIL
PR1314_1577	Tx430/SC1103	PR1314_1577:950	SC1103_RIL
PR1314_1578	Tx430/SC1103	PR1314_1578:951	SC1103_RIL
PR1314_1579	Tx430/SC1103	PR1314_1579:952	SC1103_RIL
PR1314_1580	Tx430/SC1103	PR1314_1580:MERGE	SC1103_RIL
PR1314_1581	Tx430/SC1103	PR1314_1581:954	SC1103_RIL
PR1314_1582	Tx430/SC1103	PR1314_1582:955	SC1103_RIL
PR1314_1583	Tx430/SC1103	PR1314_1583:956	SC1103_RIL
PR1314_1584	Tx430/SC1103	PR1314_1584:957	SC1103_RIL
PR1314_1585	Tx430/SC1103	PR1314_1585:958	SC1103_RIL
PR1314_1586	Tx430/SC1103	PR1314_1586:959	SC1103_RIL
PR1314_1587	Tx430/SC1103	PR1314_1587:961	SC1103_RIL
PR1314_1588	Tx430/SC1103	PR1314_1588:962	SC1103_RIL
PR1314_1589	Tx430/SC1103	PR1314_1589:963	SC1103_RIL
PR1314_1590	Tx430/SC1103	PR1314_1590:964	SC1103_RIL
PR1314_1591	Tx430/SC1103	PR1314_1591:965	SC1103_RIL
PR1314_1592	Tx430/SC1103	PR1314_1592:MERGE	SC1103_RIL
PR1314_1593	Tx430/SC1103	PR1314_1593:967	SC1103_RIL
PR1314_1594	Tx430/SC1103	PR1314_1594:MERGE	SC1103_RIL
PR1314_1595	Tx430/SC1103	PR1314_1595:969	SC1103_RIL
PR1314_1596	Tx430/SC1103	PR1314_1596:MERGE	SC1103_RIL
PR1314_1597	Tx430/SC1103	PR1314_1597:MERGE	SC1103_RIL
PR1314_1598	Tx430/SC1103	PR1314_1598:972	SC1103_RIL
PR1314_1599	Tx430/SC1103	PR1314_1599:973	SC1103_RIL
PR1314_1600	Tx430/SC1103	PR1314_1600:974	SC1103_RIL
PR1314_1601	Tx430/SC1103	PR1314_1601:975	SC1103_RIL
PR1314_1602	Tx430/SC1103	PR1314_1602:976	SC1103_RIL
PR1314_1603	Tx430/SC1103	PR1314_1603:977	SC1103_RIL
PR1314_1604	Tx430/SC1103	PR1314_1604:978	SC1103_RIL
PR1314_1605	Tx430/SC1103	PR1314_1605:979	SC1103_RIL
PR1314_1606	Tx430/SC1103	PR1314_1606:980	SC1103_RIL
PR1314_1607	Tx430/SC1103	PR1314_1607:MERGE	SC1103_RIL
PR1314_1608	Tx430/SC1103	PR1314_1608:982	SC1103_RIL
PR1314_1609	Tx430/SC1103	PR1314_1609:983	SC1103_RIL
PR1314_1610	Tx430/SC1103	PR1314_1610:MERGE	SC1103_RIL
PR1314_1611	Tx430/SC1103	PR1314_1611:MERGE	SC1103_RIL
PR1314_1612	Tx430/SC1103	PR1314_1612:986	SC1103_RIL
PR1314_1613	Tx430/SC1103	PR1314_1613:MERGE	SC1103_RIL
PR1314_1614	Tx430/SC1103	PR1314_1614:988	SC1103_RIL
PR1314_1615	Tx430/SC1103	PR1314_1615:989	SC1103_RIL
PR1314_1616	Tx430/SC1103	PR1314_1616:990	SC1103_RIL
PR1314_1617	Tx430/SC1103	PR1314_1617:991	SC1103_RIL
PR1314_1618	Tx430/SC1103	PR1314_1618:MERGE	SC1103_RIL
PR1314_1619	Tx430/SC1103	PR1314_1619:993	SC1103_RIL
PR1314_1620	Tx430/SC1103	PR1314_1620:994	SC1103_RIL
PR1314_1621	Tx430/SC1103	PR1314_1621:995	SC1103_RIL
PR1314_1622	Tx430/SC1103	PR1314_1622:996	SC1103_RIL
PR1314_1623	Tx430/SC1103	PR1314_1623:997	SC1103_RIL
PR1314_1624	Tx430/SC1103	PR1314_1624:998	SC1103_RIL
PR1314_1625	Tx430/SC1103	PR1314_1625:999	SC1103_RIL
PR1314_1626	Tx430/SC1103	PR1314_1626:1000	SC1103_RIL
PR1314_1627	Tx430/SC1103	PR1314_1627:1001	SC1103_RIL
PR1314_1628	Tx430/SC1103	PR1314_1628:MERGE	SC1103_RIL
PR1314_1629	Tx430/SC1103	PR1314_1629:1003	SC1103_RIL
PR1314_1630	Tx430/SC1103	PR1314_1630:1004	SC1103_RIL
PR1314_1631	Tx430/SC1103	PR1314_1631:1005	SC1103_RIL
PR1314_1632	Tx430/SC1103	PR1314_1632:1006	SC1103_RIL
PR1314_1633	Tx430/SC1103	PR1314_1633:1007	SC1103_RIL
PR1314_1634	Tx430/SC1103	PR1314_1634:1008	SC1103_RIL
PR1314_1635	Tx430/SC1103	PR1314_1635:1009	SC1103_RIL
PR1314_1636	Tx430/SC1103	PR1314_1636:1010	SC1103_RIL
PR1314_1637	Tx430/SC1103	PR1314_1637:1011	SC1103_RIL
PR1314_1638	Tx430/SC1103	PR1314_1638:1012	SC1103_RIL
PR1314_1639	Tx430/SC1103	PR1314_1639:1013	SC1103_RIL
PR1314_1641	Tx430/SC1103	PR1314_1641:1014	SC1103_RIL
PR1314_1642	Tx430/SC1103	PR1314_1642:1015	SC1103_RIL
PR1314_1643	Tx430/SC1103	PR1314_1643:1016	SC1103_RIL
PR1314_1644	Tx430/SC1103	PR1314_1644:1017	SC1103_RIL
PR1314_1645	Tx430/SC1103	PR1314_1645:1018	SC1103_RIL
PR1314_1646	Tx430/SC1103	PR1314_1646:1019	SC1103_RIL
PR1314_1647	Tx430/SC1103	PR1314_1647:1020	SC1103_RIL
PR1314_1648	Tx430/SC1103	PR1314_1648:1021	SC1103_RIL
PR1314_1649	Tx430/SC1103	PR1314_1649:1022	SC1103_RIL
PR1314_1650	Tx430/SC1103	PR1314_1650:1023	SC1103_RIL
PR1314_1651	Tx430/SC1103	PR1314_1651:1024	SC1103_RIL
PR1314_1652	Tx430/SC1103	PR1314_1652:1025	SC1103_RIL
PR1314_1654	Tx430/SC1103	PR1314_1654:1026	SC1103_RIL
PR1314_1655	Tx430/SC1103	PR1314_1655:1027	SC1103_RIL
PR1314_1656	Tx430/SC1103	PR1314_1656:1028	SC1103_RIL
PR1314_1657	Tx430/SC1103	PR1314_1657:MERGE	SC1103_RIL
PR1314_1658	Tx430/SC1103	PR1314_1658:1030	SC1103_RIL
PR1314_1659	Tx430/SC1103	PR1314_1659:1031	SC1103_RIL
PR1314_1660	Tx430/SC1103	PR1314_1660:1032	SC1103_RIL
PR1314_1661	Tx430/SC1103	PR1314_1661:1033	SC1103_RIL
PR1314_1662	Tx430/SC1103	PR1314_1662:1034	SC1103_RIL
PR1314_1663	Tx430/SC1103	PR1314_1663:1035	SC1103_RIL
PR1314_1664	Tx430/SC1103	PR1314_1664:1036	SC1103_RIL
PR1314_1666	Tx430/SC1103	PR1314_1666:1037	SC1103_RIL
PR1314_1667	Tx430/SC1103	PR1314_1667:1038	SC1103_RIL
PR1314_1668	Tx430/SC1103	PR1314_1668:1039	SC1103_RIL
PR1314_1669	Tx430/SC1103	PR1314_1669:1040	SC1103_RIL
PR1314_1670	Tx430/SC1103	PR1314_1670:1041	SC1103_RIL
PR1314_1671	Tx430/SC1103	PR1314_1671:1042	SC1103_RIL
PR1314_1672	Tx430/SC1103	PR1314_1672:1043	SC1103_RIL
PR1314_1673	Tx430/SC1103	PR1314_1673:1044	SC1103_RIL
PR1314_1674	Tx430/SC1103	PR1314_1674:1045	SC1103_RIL
PR1314_1675	Tx430/SC1103	PR1314_1675:1046	SC1103_RIL
PR1314_1676	Tx430/SC1103	PR1314_1676:1047	SC1103_RIL
PR1314_1677	Tx430/SC1103	PR1314_1677:1048	SC1103_RIL
PR1314_1678	Tx430/SC1103	PR1314_1678:1049	SC1103_RIL
PR1314_1679	Tx430/SC1103	PR1314_1679:1050	SC1103_RIL
PR1314_1680	Tx430/SC1103	PR1314_1680:1051	SC1103_RIL
PR1314_1681	Tx430/SC1103	PR1314_1681:1052	SC1103_RIL
PR1314_1682	Tx430/SC1103	PR1314_1682:MERGE	SC1103_RIL
PR1314_1683	Tx430/SC1103	PR1314_1683:MERGE	SC1103_RIL
PR1314_1684	Tx430/SC1103	PR1314_1684:MERGE	SC1103_RIL
PR1314_1685	Tx430/SC1103	PR1314_1685:1056	SC1103_RIL
PR1314_1686	Tx430/SC1103	PR1314_1686:1057	SC1103_RIL
PR1314_1687	Tx430/SC1103	PR1314_1687:1058	SC1103_RIL
PR1314_1688	Tx430/SC1103	PR1314_1688:1059	SC1103_RIL
PR1314_1689	Tx430/SC1103	PR1314_1689:1060	SC1103_RIL
PR1314_1690	Tx430/SC1103	PR1314_1690:1061	SC1103_RIL
PR1314_1691	Tx430/SC1103	PR1314_1691:1062	SC1103_RIL
PR1314_1692	Tx430/SC1103	PR1314_1692:1063	SC1103_RIL
PR1314_1693	Tx430/SC1103	PR1314_1693:MERGE	SC1103_RIL
PR1314_1694	Tx430/SC1103	PR1314_1694:MERGE	SC1103_RIL
PR1314_1695	Tx430/SC1103	PR1314_1695:1066	SC1103_RIL
PR1314_1696	Tx430/SC1103	PR1314_1696:MERGE	SC1103_RIL
PR1314_1697	Tx430/SC1103	PR1314_1697:1068	SC1103_RIL
PR1314_1698	Tx430/SC1103	PR1314_1698:1069	SC1103_RIL
PR1314_1699	Tx430/SC1103	PR1314_1699:1070	SC1103_RIL
PR1314_1700	Tx430/SC1103	PR1314_1700:1071	SC1103_RIL
PR1314_1701	Tx430/SC1103	PR1314_1701:1072	SC1103_RIL
PR1314_1702	Tx430/SC1103	PR1314_1702:1073	SC1103_RIL
PR1314_1703	Tx430/SC1103	PR1314_1703:1074	SC1103_RIL
PR1314_1704	Tx430/SC1103	PR1314_1704:1075	SC1103_RIL
PR1314_1705	Tx430/SC1103	PR1314_1705:1076	SC1103_RIL
PR1314_1706	Tx430/SC1103	PR1314_1706:1077	SC1103_RIL
PR1314_1707	Tx430/SC1103	PR1314_1707:1078	SC1103_RIL
PR1314_1708	Tx430/SC1103	PR1314_1708:1079	SC1103_RIL
PR1314_1709	Tx430/SC1103	PR1314_1709:1080	SC1103_RIL
PR1314_1710	Tx430/SC1103	PR1314_1710:1081	SC1103_RIL
PR1314_1711	Tx430/SC1103	PR1314_1711:1082	SC1103_RIL
PR1314_1712	Tx430/SC1103	PR1314_1712:1083	SC1103_RIL
PR1314_1713	Tx430/SC1103	PR1314_1713:1084	SC1103_RIL
PR1314_1714	Tx430/SC1103	PR1314_1714:1085	SC1103_RIL
PR1314_1715	Tx430/SC1103	PR1314_1715:1086	SC1103_RIL
PR1314_1716	Tx430/SC1103	PR1314_1716:1087	SC1103_RIL
PR1314_1717	Tx430/SC1103	PR1314_1717:1088	SC1103_RIL
PR1314_1718	Tx430/SC1103	PR1314_1718:1089	SC1103_RIL
PR1314_1719	Tx430/SC1103	PR1314_1719:1090	SC1103_RIL
PR1314_1720	Tx430/SC1103	PR1314_1720:1091	SC1103_RIL
PR1314_1721	Tx430/SC1103	PR1314_1721:1092	SC1103_RIL
PR1314_1722	Tx430/SC1103	PR1314_1722:1093	SC1103_RIL
PR1314_1723	Tx430/SC1103	PR1314_1723:1094	SC1103_RIL
PR1314_1724	Tx430/SC1103	PR1314_1724:1095	SC1103_RIL
PR1314_1725	Tx430/SC1103	PR1314_1725:1096	SC1103_RIL
PR1314_1726	Tx430/SC1103	PR1314_1726:1097	SC1103_RIL
PR1314_1727	Tx430/SC1103	PR1314_1727:1098	SC1103_RIL
PR1314_1728	Tx430/SC1103	PR1314_1728:MERGE	SC1103_RIL
PR1314_1729	Tx430/SC1103	PR1314_1729:1100	SC1103_RIL
PR1314_1730	Tx430/SC1103	PR1314_1730:1101	SC1103_RIL
PR1314_1731	Tx430/SC1103	PR1314_1731:1102	SC1103_RIL
PR1314_1732	Tx430/SC1103	PR1314_1732:1103	SC1103_RIL
PR1314_1733	Tx430/SC1103	PR1314_1733:1104	SC1103_RIL
PR1314_1734	Tx430/SC1103	PR1314_1734:MERGE	SC1103_RIL
PR1314_1735	Tx430/SC1103	PR1314_1735:1106	SC1103_RIL
PR1314_1736	Tx430/SC1103	PR1314_1736:1107	SC1103_RIL
PR1314_1737	Tx430/SC1103	PR1314_1737:MERGE	SC1103_RIL
PR1314_1738	Tx430/SC1103	PR1314_1738:MERGE	SC1103_RIL
PR1314_1739	Tx430/SC1103	PR1314_1739:1110	SC1103_RIL
PR1314_1740	Tx430/SC1103	PR1314_1740:MERGE	SC1103_RIL
PR1314_1741	Tx430/SC1103	PR1314_1741:MERGE	SC1103_RIL
PR1314_1742	Tx430/SC1103	PR1314_1742:1113	SC1103_RIL
PR1314_1743	Tx430/SC1103	PR1314_1743:1114	SC1103_RIL
PR1314_1744	Tx430/SC1103	PR1314_1744:MERGE	SC1103_RIL
PR1314_1745	Tx430/SC1103	PR1314_1745:1116	SC1103_RIL
PR1314_1746	Tx430/SC1103	PR1314_1746:MERGE	SC1103_RIL
PR1314_1747	Tx430/SC1103	PR1314_1747:1118	SC1103_RIL
PR1314_1748	Tx430/SC1103	PR1314_1748:MERGE	SC1103_RIL
PR1314_1749	Tx430/SC1103	PR1314_1749:MERGE	SC1103_RIL
PR1314_1750	Tx430/SC1103	PR1314_1750:1121	SC1103_RIL
PR1314_1751	Tx430/SC1345	PR1314_1751:MERGE	SC1345_RIL
PR1314_1752	Tx430/SC1345	PR1314_1752:1123	SC1345_RIL
PR1314_1753	Tx430/SC1345	PR1314_1753:1124	SC1345_RIL
PR1314_1755	Tx430/SC1345	PR1314_1755:1125	SC1345_RIL
PR1314_1756	Tx430/SC1345	PR1314_1756:1126	SC1345_RIL
PR1314_1757	Tx430/SC1345	PR1314_1757:1127	SC1345_RIL
PR1314_1758	Tx430/SC1345	PR1314_1758:1128	SC1345_RIL
PR1314_1759	Tx430/SC1345	PR1314_1759:1129	SC1345_RIL
PR1314_1760	Tx430/SC1345	PR1314_1760:1130	SC1345_RIL
PR1314_1761	Tx430/SC1345	PR1314_1761:MERGE	SC1345_RIL
PR1314_1762	Tx430/SC1345	PR1314_1762:1132	SC1345_RIL
PR1314_1763	Tx430/SC1345	PR1314_1763:1133	SC1345_RIL
PR1314_1764	Tx430/SC1345	PR1314_1764:1134	SC1345_RIL
PR1314_1765	Tx430/SC1345	PR1314_1765:1135	SC1345_RIL
PR1314_1766	Tx430/SC1345	PR1314_1766:1136	SC1345_RIL
PR1314_1767	Tx430/SC1345	PR1314_1767:1137	SC1345_RIL
PR1314_1768	Tx430/SC1345	PR1314_1768:1138	SC1345_RIL
PR1314_1769	Tx430/SC1345	PR1314_1769:1139	SC1345_RIL
PR1314_1770	Tx430/SC1345	PR1314_1770:1140	SC1345_RIL
PR1314_1771	Tx430/SC1345	PR1314_1771:MERGE	SC1345_RIL
PR1314_1772	Tx430/SC1345	PR1314_1772:1142	SC1345_RIL
PR1314_1773	Tx430/SC1345	PR1314_1773:1143	SC1345_RIL
PR1314_1774	Tx430/SC1345	PR1314_1774:1144	SC1345_RIL
PR1314_1775	Tx430/SC1345	PR1314_1775:1145	SC1345_RIL
PR1314_1776	Tx430/SC1345	PR1314_1776:1146	SC1345_RIL
PR1314_1777	Tx430/SC1345	PR1314_1777:1147	SC1345_RIL
PR1314_1778	Tx430/SC1345	PR1314_1778:1148	SC1345_RIL
PR1314_1779	Tx430/SC1345	PR1314_1779:1149	SC1345_RIL
PR1314_1780	Tx430/SC1345	PR1314_1780:1150	SC1345_RIL
PR1314_1781	Tx430/SC1345	PR1314_1781:1151	SC1345_RIL
PR1314_1782	Tx430/SC1345	PR1314_1782:1153	SC1345_RIL
PR1314_1783	Tx430/SC1345	PR1314_1783:1154	SC1345_RIL
PR1314_1784	Tx430/SC1345	PR1314_1784:1155	SC1345_RIL
PR1314_1786	Tx430/SC1345	PR1314_1786:1156	SC1345_RIL
PR1314_1787	Tx430/SC1345	PR1314_1787:1157	SC1345_RIL
