Plot_ID,Pedigree,LIB
PR1314_2050,Tx430/Macia,PR1314_2050:MERGE
PR1314_2051,Tx430/Macia,PR1314_2051:1418
PR1314_2052,Tx430/Macia,PR1314_2052:1419
PR1314_2053,Tx430/Macia,PR1314_2053:1420
PR1314_2056,Tx430/Macia,PR1314_2056:1421
PR1314_2057,Tx430/Macia,PR1314_2057:1422
PR1314_2058,Tx430/Macia,PR1314_2058:1423
PR1314_2059,Tx430/Macia,PR1314_2059:1424
PR1314_2060,Tx430/Macia,PR1314_2060:1425
PR1314_2061,Tx430/Macia,PR1314_2061:MERGE
PR1314_2062,Tx430/Macia,PR1314_2062:MERGE
PR1314_2063,Tx430/Macia,PR1314_2063:MERGE
PR1314_2064,Tx430/Macia,PR1314_2064:1429
PR1314_2065,Tx430/Macia,PR1314_2065:1430
PR1314_2066,Tx430/Macia,PR1314_2066:1431
PR1314_2068,Tx430/Macia,PR1314_2068:1432
PR1314_2069,Tx430/Macia,PR1314_2069:1433
PR1314_2070,Tx430/Macia,PR1314_2070:1434
PR1314_2071,Tx430/Macia,PR1314_2071:1435
PR1314_2072,Tx430/Macia,PR1314_2072:1436
PR1314_2073,Tx430/Macia,PR1314_2073:1437
PR1314_2074,Tx430/Macia,PR1314_2074:1438
PR1314_2075,Tx430/Macia,PR1314_2075:1439
PR1314_2076,Tx430/Macia,PR1314_2076:MERGE
PR1314_2077,Tx430/Macia,PR1314_2077:MERGE
PR1314_2078,Tx430/Macia,PR1314_2078:MERGE
PR1314_2079,Tx430/Macia,PR1314_2079:1443
PR1314_2080,Tx430/Macia,PR1314_2080:MERGE
PR1314_2081,Tx430/Macia,PR1314_2081:1445
PR1314_2082,Tx430/Macia,PR1314_2082:1446
PR1314_2083,Tx430/Macia,PR1314_2083:1447
PR1314_2084,Tx430/Macia,PR1314_2084:MERGE
PR1314_2085,Tx430/Macia,PR1314_2085:1449
PR1314_2086,Tx430/Macia,PR1314_2086:MERGE
PR1314_2087,Tx430/Macia,PR1314_2087:1451
PR1314_2088,Tx430/Macia,PR1314_2088:MERGE
PR1314_2089,Tx430/Macia,PR1314_2089:1453
PR1314_2090,Tx430/Macia,PR1314_2090:1454
PR1314_2091,Tx430/Macia,PR1314_2091:1455
PR1314_2092,Tx430/Macia,PR1314_2092:MERGE
PR1314_2093,Tx430/Macia,PR1314_2093:1457
PR1314_2094,Tx430/Macia,PR1314_2094:1458
PR1314_2095,Tx430/Macia,PR1314_2095:1459
PR1314_2096,Tx430/Macia,PR1314_2096:MERGE
PR1314_2097,Tx430/Macia,PR1314_2097:1461
PR1314_2098,Tx430/Macia,PR1314_2098:1462
PR1314_2099,Tx430/Macia,PR1314_2099:MERGE
PR1314_2100,Tx430/Macia,PR1314_2100:1464
PR1314_2102,Tx430/Macia,PR1314_2102:1465
PR1314_2103,Tx430/Macia,PR1314_2103:1737
PR1314_2104,Tx430/Macia,PR1314_2104:1738
PR1314_2105,Tx430/Macia,PR1314_2105:1466
PR1314_2106,Tx430/Macia,PR1314_2106:1467
PR1314_2107,Tx430/Macia,PR1314_2107:1468
PR1314_2108,Tx430/Macia,PR1314_2108:1469
PR1314_2109,Tx430/Macia,PR1314_2109:1470
PR1314_2110,Tx430/Macia,PR1314_2110:1471
PR1314_2111,Tx430/Macia,PR1314_2111:1472
PR1314_2112,Tx430/Macia,PR1314_2112:1473
PR1314_2113,Tx430/Macia,PR1314_2113:1474
PR1314_2115,Tx430/Macia,PR1314_2115:1475
PR1314_2116,Tx430/Macia,PR1314_2116:1476
PR1314_2117,Tx430/Macia,PR1314_2117:1477
PR1314_2118,Tx430/Macia,PR1314_2118:1478
PR1314_2119,Tx430/Macia,PR1314_2119:1479
PR1314_2120,Tx430/Macia,PR1314_2120:1480
PR1314_2121,Tx430/Macia,PR1314_2121:1481
PR1314_2122,Tx430/Macia,PR1314_2122:1482
PR1314_2123,Tx430/Macia,PR1314_2123:1483
PR1314_2124,Tx430/Macia,PR1314_2124:1484
PR1314_2125,Tx430/Macia,PR1314_2125:MERGE
PR1314_2126,Tx430/Macia,PR1314_2126:1486
PR1314_2127,Tx430/Macia,PR1314_2127:MERGE
PR1314_2128,Tx430/Macia,PR1314_2128:1488
PR1314_2129,Tx430/Macia,PR1314_2129:1489
PR1314_2130,Tx430/Macia,PR1314_2130:MERGE
PR1314_2131,Tx430/Macia,PR1314_2131:1491
PR1314_2132,Tx430/Macia,PR1314_2132:1492
PR1314_2133,Tx430/Macia,PR1314_2133:1493
PR1314_2134,Tx430/Macia,PR1314_2134:1494
PR1314_2135,Tx430/Macia,PR1314_2135:1495
PR1314_2136,Tx430/Macia,PR1314_2136:1496
PR1314_2137,Tx430/Macia,PR1314_2137:1497
PR1314_2138,Tx430/Macia,PR1314_2138:1498
PR1314_2140,Tx430/Macia,PR1314_2140:1499
PR1314_2141,Tx430/Macia,PR1314_2141:MERGE
PR1314_2142,Tx430/Macia,PR1314_2142:1501
PR1314_2143,Tx430/Macia,PR1314_2143:1502
PR1314_2144,Tx430/Macia,PR1314_2144:MERGE
PR1314_2145,Tx430/Macia,PR1314_2145:1504
PR1314_2146,Tx430/Macia,PR1314_2146:1505
PR1314_2147,Tx430/Macia,PR1314_2147:MERGE
PR1314_2148,Tx430/Macia,PR1314_2148:1507
PR1314_2149,Tx430/Macia,PR1314_2149:1508
PR1314_2150,Tx430/Macia,PR1314_2150:1509
PR1314_2151,Tx430/Macia,PR1314_2151:1510
PR1314_2152,Tx430/Macia,PR1314_2152:1511
PR1314_2153,Tx430/Macia,PR1314_2153:1740
PR1314_2155,Tx430/Macia,PR1314_2155:1512
PR1314_2156,Tx430/Macia,PR1314_2156:1513
PR1314_2157,Tx430/Macia,PR1314_2157:1514
PR1314_2158,Tx430/Macia,PR1314_2158:1515
PR1314_2159,Tx430/Macia,PR1314_2159:1516
PR1314_2160,Tx430/Macia,PR1314_2160:1517
PR1314_2161,Tx430/Macia,PR1314_2161:MERGE
PR1314_2162,Tx430/Macia,PR1314_2162:1519
PR1314_2163,Tx430/Macia,PR1314_2163:1520
PR1314_2164,Tx430/Macia,PR1314_2164:1521
PR1314_2165,Tx430/Macia,PR1314_2165:1522
PR1314_2166,Tx430/Macia,PR1314_2166:1523
PR1314_2167,Tx430/Macia,PR1314_2167:1524
PR1314_2168,Tx430/Macia,PR1314_2168:1525
PR1314_2169,Tx430/Macia,PR1314_2169:1526
PR1314_2171,Tx430/Macia,PR1314_2171:MERGE
PR1314_2172,Tx430/Macia,PR1314_2172:1528
PR1314_2173,Tx430/Macia,PR1314_2173:1529
PR1314_2174,Tx430/Macia,PR1314_2174:1530
PR1314_2175,Tx430/Macia,PR1314_2175:1531
PR1314_2176,Tx430/Macia,PR1314_2176:1532
PR1314_2177,Tx430/Macia,PR1314_2177:1533
PR1314_2178,Tx430/Macia,PR1314_2178:1534
PR1314_2179,Tx430/Macia,PR1314_2179:1535
PR1314_2180,Tx430/Macia,PR1314_2180:1536
PR1314_2181,Tx430/Macia,PR1314_2181:1537
PR1314_2182,Tx430/Macia,PR1314_2182:1538
PR1314_2183,Tx430/Macia,PR1314_2183:1539
PR1314_2184,Tx430/Macia,PR1314_2184:1540
PR1314_2185,Tx430/Macia,PR1314_2185:1541
PR1314_2186,Tx430/Macia,PR1314_2186:MERGE
PR1314_2187,Tx430/Macia,PR1314_2187:MERGE
PR1314_2188,Tx430/Macia,PR1314_2188:1544
PR1314_2189,Tx430/Macia,PR1314_2189:MERGE
PR1314_2190,Tx430/Macia,PR1314_2190:1546
PR1314_2191,Tx430/Macia,PR1314_2191:1547
PR1314_2192,Tx430/Macia,PR1314_2192:1548
PR1314_2193,Tx430/Macia,PR1314_2193:1549
PR1314_2195,Tx430/Macia,PR1314_2195:MERGE
PR1314_2196,Tx430/Macia,PR1314_2196:1551
PR1314_2197,Tx430/Macia,PR1314_2197:1552
PR1314_2198,Tx430/Macia,PR1314_2198:MERGE
PR1314_2199,Tx430/Macia,PR1314_2199:1554
PR1314_2200,Tx430/Macia,PR1314_2200:1555
PR1314_2201,Tx430/Macia,PR1314_2201:MERGE
PR1314_2202,Tx430/Macia,PR1314_2202:1557
PR1314_2203,Tx430/Macia,PR1314_2203:1558
PR1314_2204,Tx430/Macia,PR1314_2204:1559
PR1314_2205,Tx430/Macia,PR1314_2205:1560
PR1314_2206,Tx430/Macia,PR1314_2206:MERGE
PR1314_2207,Tx430/Macia,PR1314_2207:1562
PR1314_2208,Tx430/Macia,PR1314_2208:1744
PR1314_2209,Tx430/Macia,PR1314_2209:1745
PR1314_2210,Tx430/Macia,PR1314_2210:1746
PR1314_2211,Tx430/Macia,PR1314_2211:1747
PR1314_2212,Tx430/Macia,PR1314_2212:1748
PR1314_2213,Tx430/Macia,PR1314_2213:1749
PR1314_2214,Tx430/Macia,PR1314_2214:1750
PR1314_2215,Tx430/Macia,PR1314_2215:1751
PR1314_2216,Tx430/Macia,PR1314_2216:1752
PR1314_2217,Tx430/Macia,PR1314_2217:1753
PR1314_2218,Tx430/Macia,PR1314_2218:1754
PR1314_2219,Tx430/Macia,PR1314_2219:1755
PR1314_2220,Tx430/Macia,PR1314_2220:1756
PR1314_2221,Tx430/Macia,PR1314_2221:1757
PR1314_2222,Tx430/Macia,PR1314_2222:MERGE
PR1314_2223,Tx430/Macia,PR1314_2223:1759
PR1314_2224,Tx430/Macia,PR1314_2224:1760
PR1314_2226,Tx430/Macia,PR1314_2226:1762
PR1314_2227,Tx430/Macia,PR1314_2227:1763
PR1314_2228,Tx430/Macia,PR1314_2228:1764
PR1314_2229,Tx430/Macia,PR1314_2229:1765
PR1314_2230,Tx430/Macia,PR1314_2230:1766
PR1314_2231,Tx430/Macia,PR1314_2231:1767
PR1314_2232,Tx430/Macia,PR1314_2232:1768
PR1314_2233,Tx430/Macia,PR1314_2233:1769
PR1314_2234,Tx430/Macia,PR1314_2234:1770
PR1314_2235,Tx430/Macia,PR1314_2235:1771
PR1314_2236,Tx430/Macia,PR1314_2236:MERGE
PR1314_2237,Tx430/Macia,PR1314_2237:1773
PR1314_2239,Tx430/Macia,PR1314_2239:1775
PR1314_2240,Tx430/Macia,PR1314_2240:1776
PR1314_2241,Tx430/Macia,PR1314_2241:1777
PR1314_2242,Tx430/Macia,PR1314_2242:1778
PR1314_2243,Tx430/Macia,PR1314_2243:MERGE
PR1314_2244,Tx430/Macia,PR1314_2244:1780
PR1314_2245,Tx430/Macia,PR1314_2245:1781
PR1314_2246,Tx430/Macia,PR1314_2246:1782
PR1314_2247,Tx430/Macia,PR1314_2247:1783
PR1314_2248,Tx430/Macia,PR1314_2248:1784
PR1314_2249,Tx430/Macia,PR1314_2249:1785
PR1314_2250,Tx430/Macia,PR1314_2250:1786
PR1314_2251,Tx430/Ajabsido,PR1314_2251:MERGE
PR1314_2252,Tx430/Ajabsido,PR1314_2252:MERGE
PR1314_2253,Tx430/Ajabsido,PR1314_2253:MERGE
PR1314_2254,Tx430/Ajabsido,PR1314_2254:1790
PR1314_2255,Tx430/Ajabsido,PR1314_2255:1791
PR1314_2257,Tx430/Ajabsido,PR1314_2257:1792
PR1314_2258,Tx430/Ajabsido,PR1314_2258:1793
PR1314_2259,Tx430/Ajabsido,PR1314_2259:1794
PR1314_2260,Tx430/Ajabsido,PR1314_2260:MERGE
PR1314_2261,Tx430/Ajabsido,PR1314_2261:1796
PR1314_2263,Tx430/Ajabsido,PR1314_2263:1797
PR1314_2264,Tx430/Ajabsido,PR1314_2264:1798
PR1314_2265,Tx430/Ajabsido,PR1314_2265:1799
PR1314_2266,Tx430/Ajabsido,PR1314_2266:1800
PR1314_2267,Tx430/Ajabsido,PR1314_2267:1801
PR1314_2268,Tx430/Ajabsido,PR1314_2268:1802
PR1314_2269,Tx430/Ajabsido,PR1314_2269:1803
PR1314_2270,Tx430/Ajabsido,PR1314_2270:1804
PR1314_2271,Tx430/Ajabsido,PR1314_2271:1805
PR1314_2272,Tx430/Ajabsido,PR1314_2272:1806
PR1314_2273,Tx430/Ajabsido,PR1314_2273:1807
PR1314_2274,Tx430/Ajabsido,PR1314_2274:1808
PR1314_2275,Tx430/Ajabsido,PR1314_2275:MERGE
PR1314_2276,Tx430/Ajabsido,PR1314_2276:1810
PR1314_2277,Tx430/Ajabsido,PR1314_2277:1811
PR1314_2278,Tx430/Ajabsido,PR1314_2278:1812
PR1314_2279,Tx430/Ajabsido,PR1314_2279:MERGE
PR1314_2280,Tx430/Ajabsido,PR1314_2280:1814
PR1314_2282,Tx430/Ajabsido,PR1314_2282:MERGE
PR1314_2284,Tx430/Ajabsido,PR1314_2284:1816
PR1314_2285,Tx430/Ajabsido,PR1314_2285:1817
PR1314_2286,Tx430/Ajabsido,PR1314_2286:1818
PR1314_2287,Tx430/Ajabsido,PR1314_2287:1819
PR1314_2289,Tx430/Ajabsido,PR1314_2289:1820
PR1314_2291,Tx430/Ajabsido,PR1314_2291:1821
PR1314_2292,Tx430/Ajabsido,PR1314_2292:MERGE
PR1314_2293,Tx430/Ajabsido,PR1314_2293:1823
PR1314_2295,Tx430/Ajabsido,PR1314_2295:MERGE
PR1314_2298,Tx430/Ajabsido,PR1314_2298:1827
PR1314_2301,Tx430/Ajabsido,PR1314_2301:1828
PR1314_2302,Tx430/Ajabsido,PR1314_2302:1829
PR1314_2303,Tx430/Ajabsido,PR1314_2303:MERGE
PR1314_2305,Tx430/Ajabsido,PR1314_2305:1831
PR1314_2306,Tx430/Ajabsido,PR1314_2306:1832
PR1314_2308,Tx430/Ajabsido,PR1314_2308:1833
PR1314_2309,Tx430/Ajabsido,PR1314_2309:1834
PR1314_2310,Tx430/Ajabsido,PR1314_2310:MERGE
PR1314_2311,Tx430/Ajabsido,PR1314_2311:1836
PR1314_2312,Tx430/Ajabsido,PR1314_2312:1837
PR1314_2313,Tx430/Ajabsido,PR1314_2313:MERGE
PR1314_2314,Tx430/Ajabsido,PR1314_2314:1839
PR1314_2316,Tx430/Ajabsido,PR1314_2316:1840
PR1314_2317,Tx430/Ajabsido,PR1314_2317:1841
PR1314_2318,Tx430/Ajabsido,PR1314_2318:1842
PR1314_2319,Tx430/Ajabsido,PR1314_2319:1843
PR1314_2320,Tx430/Ajabsido,PR1314_2320:1844
PR1314_2321,Tx430/Ajabsido,PR1314_2321:1845
PR1314_2322,Tx430/Ajabsido,PR1314_2322:1846
PR1314_2323,Tx430/Ajabsido,PR1314_2323:1847
PR1314_2326,Tx430/Ajabsido,PR1314_2326:1848
PR1314_2327,Tx430/Ajabsido,PR1314_2327:1849
PR1314_2328,Tx430/Ajabsido,PR1314_2328:1850
PR1314_2329,Tx430/Ajabsido,PR1314_2329:1851
PR1314_2330,Tx430/Ajabsido,PR1314_2330:1852
PR1314_2332,Tx430/Ajabsido,PR1314_2332:1853
PR1314_2333,Tx430/Ajabsido,PR1314_2333:1854
PR1314_2334,Tx430/Ajabsido,PR1314_2334:1855
PR1314_2336,Tx430/Ajabsido,PR1314_2336:1856
PR1314_2338,Tx430/Ajabsido,PR1314_2338:1857
PR1314_2339,Tx430/Ajabsido,PR1314_2339:1858
PR1314_2340,Tx430/Ajabsido,PR1314_2340:1859
PR1314_2341,Tx430/Ajabsido,PR1314_2341:1860
PR1314_2342,Tx430/Ajabsido,PR1314_2342:1861
PR1314_2343,Tx430/Ajabsido,PR1314_2343:1862
PR1314_2344,Tx430/Ajabsido,PR1314_2344:1863
PR1314_2345,Tx430/Ajabsido,PR1314_2345:MERGE
PR1314_2346,Tx430/Ajabsido,PR1314_2346:1865
PR1314_2347,Tx430/Ajabsido,PR1314_2347:1866
PR1314_2348,Tx430/Ajabsido,PR1314_2348:1867
PR1314_2349,Tx430/Ajabsido,PR1314_2349:1868
PR1314_2350,Tx430/Ajabsido,PR1314_2350:1869
PR1314_2351,Tx430/Ajabsido,PR1314_2351:1870
PR1314_2352,Tx430/Ajabsido,PR1314_2352:1871
PR1314_2354,Tx430/Ajabsido,PR1314_2354:1873
PR1314_2355,Tx430/Ajabsido,PR1314_2355:1874
PR1314_2357,Tx430/Ajabsido,PR1314_2357:1875
PR1314_2358,Tx430/Ajabsido,PR1314_2358:1876
PR1314_2359,Tx430/Ajabsido,PR1314_2359:1877
PR1314_2361,Tx430/Ajabsido,PR1314_2361:1878
PR1314_2362,Tx430/Ajabsido,PR1314_2362:1879
PR1314_2363,Tx430/Ajabsido,PR1314_2363:MERGE
PR1314_2364,Tx430/Ajabsido,PR1314_2364:1881
PR1314_2365,Tx430/Ajabsido,PR1314_2365:1882
PR1314_2366,Tx430/Ajabsido,PR1314_2366:1883
PR1314_2367,Tx430/Ajabsido,PR1314_2367:MERGE
PR1314_2368,Tx430/Ajabsido,PR1314_2368:1885
PR1314_2369,Tx430/Ajabsido,PR1314_2369:1886
PR1314_2370,Tx430/Ajabsido,PR1314_2370:MERGE
PR1314_2371,Tx430/Ajabsido,PR1314_2371:MERGE
PR1314_2372,Tx430/Ajabsido,PR1314_2372:1889
PR1314_2373,Tx430/Ajabsido,PR1314_2373:MERGE
PR1314_2374,Tx430/Ajabsido,PR1314_2374:1891
PR1314_2375,Tx430/Ajabsido,PR1314_2375:1892
PR1314_2376,Tx430/Ajabsido,PR1314_2376:MERGE
PR1314_2378,Tx430/Ajabsido,PR1314_2378:1894
PR1314_2379,Tx430/Ajabsido,PR1314_2379:MERGE
PR1314_2380,Tx430/Ajabsido,PR1314_2380:1896
PR1314_2381,Tx430/Ajabsido,PR1314_2381:1897
PR1314_2382,Tx430/Ajabsido,PR1314_2382:1898
PR1314_2383,Tx430/Ajabsido,PR1314_2383:1899
PR1314_2386,Tx430/Ajabsido,PR1314_2386:1900
PR1314_2387,Tx430/Ajabsido,PR1314_2387:1901
PR1314_2388,Tx430/Ajabsido,PR1314_2388:1902
PR1314_2389,Tx430/Ajabsido,PR1314_2389:2869
PR1314_2392,Tx430/Ajabsido,PR1314_2392:1904
PR1314_2393,Tx430/Ajabsido,PR1314_2393:1905
PR1314_2395,Tx430/Ajabsido,PR1314_2395:MERGE
PR1314_2396,Tx430/Ajabsido,PR1314_2396:1907
PR1314_2397,Tx430/Ajabsido,PR1314_2397:1908
PR1314_2398,Tx430/Ajabsido,PR1314_2398:2870
PR1314_2399,Tx430/Ajabsido,PR1314_2399:1910
PR1314_2400,Tx430/Ajabsido,PR1314_2400:1911
PR1314_2401,Tx430/Ajabsido,PR1314_2401:1912
PR1314_2402,Tx430/Ajabsido,PR1314_2402:1913
PR1314_2403,Tx430/Ajabsido,PR1314_2403:2871
PR1314_2404,Tx430/Ajabsido,PR1314_2404:1915
PR1314_2405,Tx430/Ajabsido,PR1314_2405:1916
PR1314_2406,Tx430/Ajabsido,PR1314_2406:1917
PR1314_2407,Tx430/Ajabsido,PR1314_2407:1918
PR1314_2408,Tx430/Ajabsido,PR1314_2408:1919
PR1314_2409,Tx430/Ajabsido,PR1314_2409:1921
PR1314_2410,Tx430/Ajabsido,PR1314_2410:1922
PR1314_2411,Tx430/Ajabsido,PR1314_2411:MERGE
PR1314_2413,Tx430/Ajabsido,PR1314_2413:1925
PR1314_2414,Tx430/Ajabsido,PR1314_2414:1926
PR1314_2415,Tx430/Ajabsido,PR1314_2415:1927
PR1314_2417,Tx430/Ajabsido,PR1314_2417:1928
PR1314_2418,Tx430/Ajabsido,PR1314_2418:1929
PR1314_2419,Tx430/Ajabsido,PR1314_2419:1930
PR1314_2420,Tx430/Ajabsido,PR1314_2420:1931
PR1314_2421,Tx430/Ajabsido,PR1314_2421:1932
PR1314_2422,Tx430/Ajabsido,PR1314_2422:1933
PR1314_2423,Tx430/Ajabsido,PR1314_2423:MERGE
PR1314_2424,Tx430/Ajabsido,PR1314_2424:1935
PR1314_2425,Tx430/Ajabsido,PR1314_2425:1936
PR1314_2426,Tx430/Ajabsido,PR1314_2426:1937
PR1314_2427,Tx430/Ajabsido,PR1314_2427:1938
PR1314_2429,Tx430/Ajabsido,PR1314_2429:1939
PR1314_2430,Tx430/Ajabsido,PR1314_2430:1940
PR1314_2432,Tx430/Ajabsido,PR1314_2432:MERGE
PR1314_2433,Tx430/Ajabsido,PR1314_2433:1942
PR1314_2434,Tx430/Ajabsido,PR1314_2434:1943
PR1314_2436,Tx430/Ajabsido,PR1314_2436:1944
PR1314_2438,Tx430/Ajabsido,PR1314_2438:1946
PR1314_2439,Tx430/Ajabsido,PR1314_2439:1947
PR1314_2440,Tx430/Ajabsido,PR1314_2440:1948
PR1314_2441,Tx430/Ajabsido,PR1314_2441:1949
PR1314_2442,Tx430/Ajabsido,PR1314_2442:MERGE
PR1314_2443,Tx430/Ajabsido,PR1314_2443:1951
PR1314_2445,Tx430/Ajabsido,PR1314_2445:1952
PR1314_2446,Tx430/Ajabsido,PR1314_2446:MERGE
PR1314_2447,Tx430/Ajabsido,PR1314_2447:1954
PR1314_2448,Tx430/Ajabsido,PR1314_2448:1955
PR1314_2449,Tx430/Ajabsido,PR1314_2449:1956
PR1314_2450,Tx430/Ajabsido,PR1314_2450:1957
PR1314_2451,Tx430/Ajabsido,PR1314_2451:MERGE
PR1314_2452,Tx430/Ajabsido,PR1314_2452:1959
PR1314_2453,Tx430/Ajabsido,PR1314_2453:1960
PR1314_2454,Tx430/Ajabsido,PR1314_2454:1961
PR1314_2455,Tx430/Ajabsido,PR1314_2455:1962
PR1314_2457,Tx430/Ajabsido,PR1314_2457:1963
PR1314_2458,Tx430/Ajabsido,PR1314_2458:1964
PR1314_2459,Tx430/Ajabsido,PR1314_2459:1965
PR1314_2460,Tx430/Ajabsido,PR1314_2460:1966
PR1314_2461,Tx430/Ajabsido,PR1314_2461:MERGE
PR1314_2463,Tx430/Ajabsido,PR1314_2463:1968
PR1314_2464,Tx430/Ajabsido,PR1314_2464:1969
PR1314_2466,Tx430/Ajabsido,PR1314_2466:1970
PR1314_2467,Tx430/Ajabsido,PR1314_2467:1971
PR1314_2468,Tx430/Ajabsido,PR1314_2468:2875
PR1314_2469,Tx430/Ajabsido,PR1314_2469:1973
PR1314_2470,Tx430/Ajabsido,PR1314_2470:1974
PR1314_2471,Tx430/Ajabsido,PR1314_2471:1975
PR1314_2472,Tx430/Ajabsido,PR1314_2472:1976
PR1314_2473,Tx430/Ajabsido,PR1314_2473:1977
PR1314_2475,Tx430/Ajabsido,PR1314_2475:1978
PR1314_2476,Tx430/Ajabsido,PR1314_2476:MERGE
PR1314_2477,Tx430/Ajabsido,PR1314_2477:1980
PR1314_2478,Tx430/Ajabsido,PR1314_2478:1981
PR1314_2479,Tx430/Ajabsido,PR1314_2479:1982
PR1314_2480,Tx430/Ajabsido,PR1314_2480:1983
PR1314_2481,Tx430/Ajabsido,PR1314_2481:1984
PR1314_2484,Tx430/Ajabsido,PR1314_2484:1986
PR1314_2485,Tx430/Ajabsido,PR1314_2485:1987
PR1314_2486,Tx430/Ajabsido,PR1314_2486:1988
PR1314_2487,Tx430/Ajabsido,PR1314_2487:1989
PR1314_2488,Tx430/Ajabsido,PR1314_2488:1990
PR1314_2490,Tx430/Ajabsido,PR1314_2490:MERGE
PR1314_2492,Tx430/Ajabsido,PR1314_2492:MERGE
PR1314_2493,Tx430/Ajabsido,PR1314_2493:1993
PR1314_2494,Tx430/Ajabsido,PR1314_2494:1994
PR1314_2495,Tx430/Ajabsido,PR1314_2495:MERGE
PR1314_2496,Tx430/Ajabsido,PR1314_2496:1996
PR1314_2497,Tx430/Ajabsido,PR1314_2497:1997
PR1314_2499,Tx430/Ajabsido,PR1314_2499:MERGE
PR1314_2500,Tx430/Ajabsido,PR1314_2500:1999
PR1314_2501,Tx430/SC35,PR1314_2501:2000
PR1314_2502,Tx430/SC35,PR1314_2502:2001
PR1314_2503,Tx430/SC35,PR1314_2503:2002
PR1314_2504,Tx430/SC35,PR1314_2504:2003
PR1314_2506,Tx430/SC35,PR1314_2506:MERGE
PR1314_2507,Tx430/SC35,PR1314_2507:2005
PR1314_2508,Tx430/SC35,PR1314_2508:2006
PR1314_2509,Tx430/SC35,PR1314_2509:2007
PR1314_2511,Tx430/SC35,PR1314_2511:MERGE
PR1314_2512,Tx430/SC35,PR1314_2512:2009
PR1314_2513,Tx430/SC35,PR1314_2513:2010
PR1314_2514,Tx430/SC35,PR1314_2514:2011
PR1314_2515,Tx430/SC35,PR1314_2515:2012
PR1314_2516,Tx430/SC35,PR1314_2516:2013
PR1314_2517,Tx430/SC35,PR1314_2517:2014
PR1314_2518,Tx430/SC35,PR1314_2518:2015
PR1314_2519,Tx430/SC35,PR1314_2519:2017
PR1314_2520,Tx430/SC35,PR1314_2520:2018
PR1314_2521,Tx430/SC35,PR1314_2521:2019
PR1314_2522,Tx430/SC35,PR1314_2522:2020
PR1314_2523,Tx430/SC35,PR1314_2523:2021
PR1314_2524,Tx430/SC35,PR1314_2524:2022
PR1314_2525,Tx430/SC35,PR1314_2525:2023
PR1314_2526,Tx430/SC35,PR1314_2526:2024
PR1314_2527,Tx430/SC35,PR1314_2527:2025
PR1314_2528,Tx430/SC35,PR1314_2528:2026
PR1314_2530,Tx430/SC35,PR1314_2530:2027
PR1314_2531,Tx430/SC35,PR1314_2531:2028
PR1314_2532,Tx430/SC35,PR1314_2532:2029
PR1314_2533,Tx430/SC35,PR1314_2533:2030
PR1314_2534,Tx430/SC35,PR1314_2534:2031
PR1314_2535,Tx430/SC35,PR1314_2535:2032
PR1314_2537,Tx430/SC35,PR1314_2537:2033
PR1314_2538,Tx430/SC35,PR1314_2538:2034
PR1314_2539,Tx430/SC35,PR1314_2539:2035
PR1314_2540,Tx430/SC35,PR1314_2540:2036
PR1314_2541,Tx430/SC35,PR1314_2541:2037
PR1314_2542,Tx430/SC35,PR1314_2542:2038
PR1314_2543,Tx430/SC35,PR1314_2543:2039
PR1314_2544,Tx430/SC35,PR1314_2544:MERGE
PR1314_2545,Tx430/SC35,PR1314_2545:2041
PR1314_2546,Tx430/SC35,PR1314_2546:2042
PR1314_2547,Tx430/SC35,PR1314_2547:2043
PR1314_2548,Tx430/SC35,PR1314_2548:2044
PR1314_2549,Tx430/SC35,PR1314_2549:2045
PR1314_2551,Tx430/SC35,PR1314_2551:2046
PR1314_2553,Tx430/SC35,PR1314_2553:2047
PR1314_2554,Tx430/SC35,PR1314_2554:2048
PR1314_2556,Tx430/SC35,PR1314_2556:2049
PR1314_2557,Tx430/SC35,PR1314_2557:MERGE
PR1314_2559,Tx430/SC35,PR1314_2559:2051
PR1314_2560,Tx430/SC35,PR1314_2560:2876
PR1314_2561,Tx430/SC35,PR1314_2561:2053
PR1314_2563,Tx430/SC35,PR1314_2563:2054
PR1314_2564,Tx430/SC35,PR1314_2564:2055
PR1314_2565,Tx430/SC35,PR1314_2565:2056
PR1314_2566,Tx430/SC35,PR1314_2566:2057
PR1314_2567,Tx430/SC35,PR1314_2567:2058
PR1314_2568,Tx430/SC35,PR1314_2568:2059
PR1314_2569,Tx430/SC35,PR1314_2569:2060
PR1314_2570,Tx430/SC35,PR1314_2570:2061
PR1314_2572,Tx430/SC35,PR1314_2572:2062
PR1314_2573,Tx430/SC35,PR1314_2573:2063
PR1314_2574,Tx430/SC35,PR1314_2574:2064
PR1314_2576,Tx430/SC35,PR1314_2576:2066
PR1314_2579,Tx430/SC35,PR1314_2579:2067
PR1314_2581,Tx430/SC35,PR1314_2581:2068
PR1314_2582,Tx430/SC35,PR1314_2582:2069
PR1314_2583,Tx430/SC35,PR1314_2583:2070
PR1314_2584,Tx430/SC35,PR1314_2584:2071
PR1314_2585,Tx430/SC35,PR1314_2585:2072
PR1314_2586,Tx430/SC35,PR1314_2586:2073
PR1314_2587,Tx430/SC35,PR1314_2587:2074
PR1314_2588,Tx430/SC35,PR1314_2588:2075
PR1314_2589,Tx430/SC35,PR1314_2589:2076
PR1314_2591,Tx430/SC35,PR1314_2591:2077
