Plot_ID,Pedigree,LIB
PR1314_2592,Tx430/SC35,PR1314_2592:2078
PR1314_2593,Tx430/SC35,PR1314_2593:2079
PR1314_2594,Tx430/SC35,PR1314_2594:2080
PR1314_2596,Tx430/SC35,PR1314_2596:2081
PR1314_2598,Tx430/SC35,PR1314_2598:2082
PR1314_2600,Tx430/SC35,PR1314_2600:2083
PR1314_2601,Tx430/SC35,PR1314_2601:2084
PR1314_2602,Tx430/SC35,PR1314_2602:2085
PR1314_2603,Tx430/SC35,PR1314_2603:2086
PR1314_2604,Tx430/SC35,PR1314_2604:2087
PR1314_2605,Tx430/SC35,PR1314_2605:2088
PR1314_2606,Tx430/SC35,PR1314_2606:MERGE
PR1314_2607,Tx430/SC35,PR1314_2607:2090
PR1314_2608,Tx430/SC35,PR1314_2608:MERGE
PR1314_2609,Tx430/SC35,PR1314_2609:2092
PR1314_2610,Tx430/SC35,PR1314_2610:2093
PR1314_2611,Tx430/SC35,PR1314_2611:2094
PR1314_2612,Tx430/SC35,PR1314_2612:2095
PR1314_2613,Tx430/SC35,PR1314_2613:2096
PR1314_2614,Tx430/SC35,PR1314_2614:2097
PR1314_2615,Tx430/SC35,PR1314_2615:2098
PR1314_2616,Tx430/SC35,PR1314_2616:2099
PR1314_2618,Tx430/SC35,PR1314_2618:2101
PR1314_2619,Tx430/SC35,PR1314_2619:2102
PR1314_2620,Tx430/SC35,PR1314_2620:2103
PR1314_2621,Tx430/SC35,PR1314_2621:MERGE
PR1314_2622,Tx430/SC35,PR1314_2622:2105
PR1314_2623,Tx430/SC35,PR1314_2623:2106
PR1314_2624,Tx430/SC35,PR1314_2624:2107
PR1314_2625,Tx430/SC35,PR1314_2625:2108
PR1314_2626,Tx430/SC35,PR1314_2626:2109
PR1314_2627,Tx430/SC35,PR1314_2627:2110
PR1314_2628,Tx430/SC35,PR1314_2628:2111
PR1314_2629,Tx430/SC35,PR1314_2629:MERGE
PR1314_2630,Tx430/SC35,PR1314_2630:2114
PR1314_2631,Tx430/SC35,PR1314_2631:2115
PR1314_2632,Tx430/SC35,PR1314_2632:2116
PR1314_2633,Tx430/SC35,PR1314_2633:2117
PR1314_2634,Tx430/SC35,PR1314_2634:2118
PR1314_2635,Tx430/SC35,PR1314_2635:2119
PR1314_2636,Tx430/SC35,PR1314_2636:2120
PR1314_2637,Tx430/SC35,PR1314_2637:2121
PR1314_2639,Tx430/SC35,PR1314_2639:2123
PR1314_2640,Tx430/SC35,PR1314_2640:2124
PR1314_2641,Tx430/SC35,PR1314_2641:2125
PR1314_2642,Tx430/SC35,PR1314_2642:MERGE
PR1314_2643,Tx430/SC35,PR1314_2643:2127
PR1314_2644,Tx430/SC35,PR1314_2644:2128
PR1314_2645,Tx430/SC35,PR1314_2645:2129
PR1314_2646,Tx430/SC35,PR1314_2646:2130
PR1314_2647,Tx430/SC35,PR1314_2647:2131
PR1314_2648,Tx430/SC35,PR1314_2648:2132
PR1314_2649,Tx430/SC35,PR1314_2649:2133
PR1314_2650,Tx430/SC35,PR1314_2650:2134
PR1314_2651,Tx430/SC35,PR1314_2651:2135
PR1314_2652,Tx430/SC35,PR1314_2652:2136
PR1314_2655,Tx430/SC35,PR1314_2655:2139
PR1314_2656,Tx430/SC35,PR1314_2656:2140
PR1314_2657,Tx430/SC35,PR1314_2657:2141
PR1314_2658,Tx430/SC35,PR1314_2658:2142
PR1314_2659,Tx430/SC35,PR1314_2659:2143
PR1314_2660,Tx430/SC35,PR1314_2660:2144
PR1314_2661,Tx430/SC35,PR1314_2661:2145
PR1314_2662,Tx430/SC35,PR1314_2662:2146
PR1314_2663,Tx430/SC35,PR1314_2663:MERGE
PR1314_2664,Tx430/SC35,PR1314_2664:MERGE
PR1314_2665,Tx430/SC35,PR1314_2665:2149
PR1314_2667,Tx430/SC35,PR1314_2667:2151
PR1314_2668,Tx430/SC35,PR1314_2668:2152
PR1314_2669,Tx430/SC35,PR1314_2669:2153
PR1314_2670,Tx430/SC35,PR1314_2670:2154
PR1314_2671,Tx430/SC35,PR1314_2671:2155
PR1314_2672,Tx430/SC35,PR1314_2672:2156
PR1314_2674,Tx430/SC35,PR1314_2674:2157
PR1314_2675,Tx430/SC35,PR1314_2675:2158
PR1314_2676,Tx430/SC35,PR1314_2676:2159
PR1314_2677,Tx430/SC35,PR1314_2677:2880
PR1314_2679,Tx430/SC35,PR1314_2679:2161
PR1314_2681,Tx430/SC35,PR1314_2681:2162
PR1314_2682,Tx430/SC35,PR1314_2682:2163
PR1314_2683,Tx430/SC35,PR1314_2683:2164
PR1314_2684,Tx430/SC35,PR1314_2684:2165
PR1314_2685,Tx430/SC35,PR1314_2685:2166
PR1314_2686,Tx430/SC35,PR1314_2686:2167
PR1314_2688,Tx430/SC35,PR1314_2688:2168
PR1314_2689,Tx430/SC35,PR1314_2689:1669
PR1314_2690,Tx430/SC35,PR1314_2690:2170
PR1314_2693,Tx430/SC35,PR1314_2693:2171
PR1314_2694,Tx430/SC35,PR1314_2694:2172
PR1314_2695,Tx430/SC35,PR1314_2695:2173
PR1314_2696,Tx430/SC35,PR1314_2696:2174
PR1314_2697,Tx430/SC35,PR1314_2697:2175
PR1314_2698,Tx430/SC35,PR1314_2698:2176
PR1314_2699,Tx430/SC35,PR1314_2699:2177
PR1314_2700,Tx430/SC35,PR1314_2700:2178
PR1314_2701,Tx430/SC35,PR1314_2701:2179
PR1314_2702,Tx430/SC35,PR1314_2702:2180
PR1314_2704,Tx430/SC35,PR1314_2704:2181
PR1314_2705,Tx430/SC35,PR1314_2705:MERGE
PR1314_2706,Tx430/SC35,PR1314_2706:MERGE
PR1314_2707,Tx430/SC35,PR1314_2707:2184
PR1314_2708,Tx430/SC35,PR1314_2708:2185
PR1314_2709,Tx430/SC35,PR1314_2709:2186
PR1314_2710,Tx430/SC35,PR1314_2710:2187
PR1314_2711,Tx430/SC35,PR1314_2711:2188
PR1314_2713,Tx430/SC35,PR1314_2713:2190
PR1314_2714,Tx430/SC35,PR1314_2714:2191
PR1314_2717,Tx430/SC35,PR1314_2717:2193
PR1314_2718,Tx430/SC35,PR1314_2718:MERGE
PR1314_2719,Tx430/SC35,PR1314_2719:MERGE
PR1314_2720,Tx430/SC35,PR1314_2720:2196
PR1314_2721,Tx430/SC35,PR1314_2721:MERGE
PR1314_2722,Tx430/SC35,PR1314_2722:MERGE
PR1314_2725,Tx430/SC35,PR1314_2725:MERGE
PR1314_2726,Tx430/SC35,PR1314_2726:2200
PR1314_2728,Tx430/SC35,PR1314_2728:2201
PR1314_2729,Tx430/SC35,PR1314_2729:2202
PR1314_2730,Tx430/SC35,PR1314_2730:2203
PR1314_2731,Tx430/SC35,PR1314_2731:2204
PR1314_2733,Tx430/SC35,PR1314_2733:2205
PR1314_2734,Tx430/SC35,PR1314_2734:MERGE
PR1314_2735,Tx430/SC35,PR1314_2735:2207
PR1314_2737,Tx430/SC35,PR1314_2737:MERGE
PR1314_2738,Tx430/SC35,PR1314_2738:MERGE
PR1314_2740,Tx430/SC35,PR1314_2740:1672
PR1314_2741,Tx430/SC35,PR1314_2741:2212
PR1314_2743,Tx430/SC35,PR1314_2743:MERGE
PR1314_2744,Tx430/SC35,PR1314_2744:MERGE
PR1314_2745,Tx430/SC35,PR1314_2745:MERGE
PR1314_2747,Tx430/SC35,PR1314_2747:2216
PR1314_2748,Tx430/SC35,PR1314_2748:MERGE
PR1314_2749,Tx430/SC35,PR1314_2749:MERGE
PR1314_2750,Tx430/SC35,PR1314_2750:MERGE
PR1314_2751,Tx430/SC265 G Burkina Faso,PR1314_2751:2220
PR1314_2752,Tx430/SC265 G Burkina Faso,PR1314_2752:2221
PR1314_2753,Tx430/SC265 G Burkina Faso,PR1314_2753:MERGE
PR1314_2754,Tx430/SC265 G Burkina Faso,PR1314_2754:2223
PR1314_2755,Tx430/SC265 G Burkina Faso,PR1314_2755:2224
PR1314_2756,Tx430/SC265 G Burkina Faso,PR1314_2756:2225
PR1314_2757,Tx430/SC265 G Burkina Faso,PR1314_2757:2226
PR1314_2758,Tx430/SC265 G Burkina Faso,PR1314_2758:2227
PR1314_2759,Tx430/SC265 G Burkina Faso,PR1314_2759:2228
PR1314_2760,Tx430/SC265 G Burkina Faso,PR1314_2760:2229
PR1314_2761,Tx430/SC265 G Burkina Faso,PR1314_2761:MERGE
PR1314_2762,Tx430/SC265 G Burkina Faso,PR1314_2762:MERGE
PR1314_2763,Tx430/SC265 G Burkina Faso,PR1314_2763:2232
PR1314_2764,Tx430/SC265 G Burkina Faso,PR1314_2764:2233
PR1314_2765,Tx430/SC265 G Burkina Faso,PR1314_2765:MERGE
PR1314_2766,Tx430/SC265 G Burkina Faso,PR1314_2766:2235
PR1314_2767,Tx430/SC265 G Burkina Faso,PR1314_2767:MERGE
PR1314_2768,Tx430/SC265 G Burkina Faso,PR1314_2768:2237
PR1314_2769,Tx430/SC265 G Burkina Faso,PR1314_2769:2238
PR1314_2770,Tx430/SC265 G Burkina Faso,PR1314_2770:MERGE
PR1314_2771,Tx430/SC265 G Burkina Faso,PR1314_2771:MERGE
PR1314_2772,Tx430/SC265 G Burkina Faso,PR1314_2772:2241
PR1314_2774,Tx430/SC265 G Burkina Faso,PR1314_2774:2242
PR1314_2775,Tx430/SC265 G Burkina Faso,PR1314_2775:2243
PR1314_2776,Tx430/SC265 G Burkina Faso,PR1314_2776:2244
PR1314_2777,Tx430/SC265 G Burkina Faso,PR1314_2777:MERGE
PR1314_2778,Tx430/SC265 G Burkina Faso,PR1314_2778:2246
PR1314_2779,Tx430/SC265 G Burkina Faso,PR1314_2779:2247
PR1314_2780,Tx430/SC265 G Burkina Faso,PR1314_2780:2248
PR1314_2781,Tx430/SC265 G Burkina Faso,PR1314_2781:2249
PR1314_2782,Tx430/SC265 G Burkina Faso,PR1314_2782:2250
PR1314_2783,Tx430/SC265 G Burkina Faso,PR1314_2783:2251
PR1314_2784,Tx430/SC265 G Burkina Faso,PR1314_2784:2252
PR1314_2785,Tx430/SC265 G Burkina Faso,PR1314_2785:2253
PR1314_2786,Tx430/SC265 G Burkina Faso,PR1314_2786:2254
PR1314_2787,Tx430/SC265 G Burkina Faso,PR1314_2787:2255
PR1314_2788,Tx430/SC265 G Burkina Faso,PR1314_2788:2256
PR1314_2790,Tx430/SC265 G Burkina Faso,PR1314_2790:2257
PR1314_2791,Tx430/SC265 G Burkina Faso,PR1314_2791:2258
PR1314_2792,Tx430/SC265 G Burkina Faso,PR1314_2792:2259
PR1314_2793,Tx430/SC265 G Burkina Faso,PR1314_2793:2260
PR1314_2795,Tx430/SC265 G Burkina Faso,PR1314_2795:2261
PR1314_2797,Tx430/SC265 G Burkina Faso,PR1314_2797:2262
PR1314_2798,Tx430/SC265 G Burkina Faso,PR1314_2798:2263
PR1314_2799,Tx430/SC265 G Burkina Faso,PR1314_2799:MERGE
PR1314_2800,Tx430/SC265 G Burkina Faso,PR1314_2800:MERGE
PR1314_2801,Tx430/SC265 G Burkina Faso,PR1314_2801:2266
PR1314_2802,Tx430/SC265 G Burkina Faso,PR1314_2802:2267
PR1314_2803,Tx430/SC265 G Burkina Faso,PR1314_2803:2268
PR1314_2804,Tx430/SC265 G Burkina Faso,PR1314_2804:MERGE
PR1314_2805,Tx430/SC265 G Burkina Faso,PR1314_2805:2270
PR1314_2806,Tx430/SC265 G Burkina Faso,PR1314_2806:MERGE
PR1314_2807,Tx430/SC265 G Burkina Faso,PR1314_2807:2272
PR1314_2808,Tx430/SC265 G Burkina Faso,PR1314_2808:2273
PR1314_2809,Tx430/SC265 G Burkina Faso,PR1314_2809:2274
PR1314_2810,Tx430/SC265 G Burkina Faso,PR1314_2810:2275
PR1314_2811,Tx430/SC265 G Burkina Faso,PR1314_2811:MERGE
PR1314_2812,Tx430/SC265 G Burkina Faso,PR1314_2812:MERGE
PR1314_2813,Tx430/SC265 G Burkina Faso,PR1314_2813:2278
PR1314_2814,Tx430/SC265 G Burkina Faso,PR1314_2814:2279
PR1314_2815,Tx430/SC265 G Burkina Faso,PR1314_2815:2280
PR1314_2816,Tx430/SC265 G Burkina Faso,PR1314_2816:2281
PR1314_2817,Tx430/SC265 G Burkina Faso,PR1314_2817:2282
PR1314_2818,Tx430/SC265 G Burkina Faso,PR1314_2818:MERGE
PR1314_2819,Tx430/SC265 G Burkina Faso,PR1314_2819:2284
PR1314_2820,Tx430/SC265 G Burkina Faso,PR1314_2820:2285
PR1314_2821,Tx430/SC265 G Burkina Faso,PR1314_2821:MERGE
PR1314_2822,Tx430/SC265 G Burkina Faso,PR1314_2822:2287
PR1314_2823,Tx430/SC265 G Burkina Faso,PR1314_2823:2288
PR1314_2824,Tx430/SC265 G Burkina Faso,PR1314_2824:2289
PR1314_2825,Tx430/SC265 G Burkina Faso,PR1314_2825:2290
PR1314_2826,Tx430/SC265 G Burkina Faso,PR1314_2826:2291
PR1314_2827,Tx430/SC265 G Burkina Faso,PR1314_2827:2292
PR1314_2828,Tx430/SC265 G Burkina Faso,PR1314_2828:2293
PR1314_2829,Tx430/SC265 G Burkina Faso,PR1314_2829:2294
PR1314_2830,Tx430/SC265 G Burkina Faso,PR1314_2830:2295
PR1314_2831,Tx430/SC265 G Burkina Faso,PR1314_2831:2296
PR1314_2832,Tx430/SC265 G Burkina Faso,PR1314_2832:2297
PR1314_2833,Tx430/SC265 G Burkina Faso,PR1314_2833:2298
PR1314_2834,Tx430/SC265 G Burkina Faso,PR1314_2834:2299
PR1314_2835,Tx430/SC265 G Burkina Faso,PR1314_2835:2300
PR1314_2836,Tx430/SC265 G Burkina Faso,PR1314_2836:2301
PR1314_2837,Tx430/SC265 G Burkina Faso,PR1314_2837:2302
PR1314_2838,Tx430/SC265 G Burkina Faso,PR1314_2838:2303
PR1314_2839,Tx430/SC265 G Burkina Faso,PR1314_2839:MERGE
PR1314_2840,Tx430/SC265 G Burkina Faso,PR1314_2840:MERGE
PR1314_2841,Tx430/SC265 G Burkina Faso,PR1314_2841:MERGE
PR1314_2842,Tx430/SC265 G Burkina Faso,PR1314_2842:2308
PR1314_2843,Tx430/SC265 G Burkina Faso,PR1314_2843:2309
PR1314_2844,Tx430/SC265 G Burkina Faso,PR1314_2844:MERGE
PR1314_2845,Tx430/SC265 G Burkina Faso,PR1314_2845:2311
PR1314_2846,Tx430/SC265 G Burkina Faso,PR1314_2846:2312
PR1314_2847,Tx430/SC265 G Burkina Faso,PR1314_2847:2313
PR1314_2849,Tx430/SC265 G Burkina Faso,PR1314_2849:2314
PR1314_2850,Tx430/SC265 G Burkina Faso,PR1314_2850:MERGE
PR1314_2851,Tx430/SC265 G Burkina Faso,PR1314_2851:2316
PR1314_2852,Tx430/SC265 G Burkina Faso,PR1314_2852:2317
PR1314_2853,Tx430/SC265 G Burkina Faso,PR1314_2853:2318
PR1314_2854,Tx430/SC265 G Burkina Faso,PR1314_2854:2319
PR1314_2855,Tx430/SC265 G Burkina Faso,PR1314_2855:2320
PR1314_2856,Tx430/SC265 G Burkina Faso,PR1314_2856:2321
PR1314_2858,Tx430/SC265 G Burkina Faso,PR1314_2858:MERGE
PR1314_2859,Tx430/SC265 G Burkina Faso,PR1314_2859:2323
PR1314_2860,Tx430/SC265 G Burkina Faso,PR1314_2860:2324
PR1314_2862,Tx430/SC265 G Burkina Faso,PR1314_2862:2325
PR1314_2863,Tx430/SC265 G Burkina Faso,PR1314_2863:2326
PR1314_2864,Tx430/SC265 G Burkina Faso,PR1314_2864:2327
PR1314_2865,Tx430/SC265 G Burkina Faso,PR1314_2865:2328
PR1314_2866,Tx430/SC265 G Burkina Faso,PR1314_2866:2329
PR1314_2867,Tx430/SC265 G Burkina Faso,PR1314_2867:2330
PR1314_2868,Tx430/SC265 G Burkina Faso,PR1314_2868:MERGE
PR1314_2869,Tx430/SC265 G Burkina Faso,PR1314_2869:2332
PR1314_2870,Tx430/SC265 G Burkina Faso,PR1314_2870:2333
PR1314_2871,Tx430/SC265 G Burkina Faso,PR1314_2871:2334
PR1314_2872,Tx430/SC265 G Burkina Faso,PR1314_2872:2335
PR1314_2873,Tx430/SC265 G Burkina Faso,PR1314_2873:2336
PR1314_2874,Tx430/SC265 G Burkina Faso,PR1314_2874:2337
PR1314_2876,Tx430/SC265 G Burkina Faso,PR1314_2876:1563
PR1314_2877,Tx430/SC265 G Burkina Faso,PR1314_2877:MERGE
PR1314_2878,Tx430/SC265 G Burkina Faso,PR1314_2878:1565
PR1314_2879,Tx430/SC265 G Burkina Faso,PR1314_2879:MERGE
PR1314_2880,Tx430/SC265 G Burkina Faso,PR1314_2880:MERGE
PR1314_2881,Tx430/SC265 G Burkina Faso,PR1314_2881:1568
PR1314_2882,Tx430/SC265 G Burkina Faso,PR1314_2882:1569
PR1314_2883,Tx430/SC265 G Burkina Faso,PR1314_2883:1570
PR1314_2884,Tx430/SC265 G Burkina Faso,PR1314_2884:1571
PR1314_2886,Tx430/SC265 G Burkina Faso,PR1314_2886:MERGE
PR1314_2887,Tx430/SC265 G Burkina Faso,PR1314_2887:1573
PR1314_2888,Tx430/SC265 G Burkina Faso,PR1314_2888:1574
PR1314_2889,Tx430/SC265 G Burkina Faso,PR1314_2889:1575
PR1314_2890,Tx430/SC265 G Burkina Faso,PR1314_2890:1576
PR1314_2892,Tx430/SC265 G Burkina Faso,PR1314_2892:1577
PR1314_2893,Tx430/SC265 G Burkina Faso,PR1314_2893:MERGE
PR1314_2895,Tx430/SC265 G Burkina Faso,PR1314_2895:1579
PR1314_2896,Tx430/SC265 G Burkina Faso,PR1314_2896:1580
PR1314_2897,Tx430/SC265 G Burkina Faso,PR1314_2897:1581
PR1314_2898,Tx430/SC265 G Burkina Faso,PR1314_2898:1582
PR1314_2899,Tx430/SC265 G Burkina Faso,PR1314_2899:1583
PR1314_2900,Tx430/SC265 G Burkina Faso,PR1314_2900:1584
PR1314_2901,Tx430/SC265 G Burkina Faso,PR1314_2901:1585
PR1314_2902,Tx430/SC265 G Burkina Faso,PR1314_2902:1586
PR1314_2903,Tx430/SC265 G Burkina Faso,PR1314_2903:1587
PR1314_2904,Tx430/SC265 G Burkina Faso,PR1314_2904:1588
PR1314_2905,Tx430/SC265 G Burkina Faso,PR1314_2905:1589
PR1314_2906,Tx430/SC265 G Burkina Faso,PR1314_2906:1590
PR1314_2907,Tx430/SC265 G Burkina Faso,PR1314_2907:1591
PR1314_2908,Tx430/SC265 G Burkina Faso,PR1314_2908:1592
PR1314_2909,Tx430/SC265 G Burkina Faso,PR1314_2909:1593
PR1314_2910,Tx430/SC265 G Burkina Faso,PR1314_2910:1594
PR1314_2911,Tx430/SC265 G Burkina Faso,PR1314_2911:1595
PR1314_2912,Tx430/SC265 G Burkina Faso,PR1314_2912:1596
PR1314_2913,Tx430/SC265 G Burkina Faso,PR1314_2913:1597
PR1314_2914,Tx430/SC265 G Burkina Faso,PR1314_2914:MERGE
PR1314_2915,Tx430/SC265 G Burkina Faso,PR1314_2915:1599
PR1314_2916,Tx430/SC265 G Burkina Faso,PR1314_2916:MERGE
PR1314_2917,Tx430/SC265 G Burkina Faso,PR1314_2917:1601
PR1314_2918,Tx430/SC265 G Burkina Faso,PR1314_2918:1602
PR1314_2919,Tx430/SC265 G Burkina Faso,PR1314_2919:1603
PR1314_2920,Tx430/SC265 G Burkina Faso,PR1314_2920:MERGE
PR1314_2922,Tx430/SC265 G Burkina Faso,PR1314_2922:1605
PR1314_2923,Tx430/SC265 G Burkina Faso,PR1314_2923:1606
PR1314_2924,Tx430/SC265 G Burkina Faso,PR1314_2924:1607
PR1314_2925,Tx430/SC265 G Burkina Faso,PR1314_2925:1608
PR1314_2927,Tx430/SC265 G Burkina Faso,PR1314_2927:1609
PR1314_2928,Tx430/SC265 G Burkina Faso,PR1314_2928:1610
PR1314_2929,Tx430/SC265 G Burkina Faso,PR1314_2929:1611
PR1314_2930,Tx430/SC265 G Burkina Faso,PR1314_2930:1612
PR1314_2931,Tx430/SC265 G Burkina Faso,PR1314_2931:1613
PR1314_2932,Tx430/SC265 G Burkina Faso,PR1314_2932:1614
PR1314_2933,Tx430/SC265 G Burkina Faso,PR1314_2933:1615
PR1314_2934,Tx430/SC265 G Burkina Faso,PR1314_2934:1616
PR1314_2935,Tx430/SC265 G Burkina Faso,PR1314_2935:1617
PR1314_2936,Tx430/SC265 G Burkina Faso,PR1314_2936:1618
PR1314_2937,Tx430/SC265 G Burkina Faso,PR1314_2937:1619
PR1314_2938,Tx430/SC265 G Burkina Faso,PR1314_2938:1620
PR1314_2939,Tx430/SC265 G Burkina Faso,PR1314_2939:1621
PR1314_2940,Tx430/SC265 G Burkina Faso,PR1314_2940:1622
PR1314_2941,Tx430/SC265 G Burkina Faso,PR1314_2941:1623
PR1314_2942,Tx430/SC265 G Burkina Faso,PR1314_2942:1624
PR1314_2943,Tx430/SC265 G Burkina Faso,PR1314_2943:1625
PR1314_2944,Tx430/SC265 G Burkina Faso,PR1314_2944:1626
PR1314_2945,Tx430/SC265 G Burkina Faso,PR1314_2945:1627
PR1314_2946,Tx430/SC265 G Burkina Faso,PR1314_2946:1628
PR1314_2947,Tx430/SC265 G Burkina Faso,PR1314_2947:1629
PR1314_2948,Tx430/SC265 G Burkina Faso,PR1314_2948:1630
PR1314_2949,Tx430/SC265 G Burkina Faso,PR1314_2949:1631
PR1314_2950,Tx430/SC265 G Burkina Faso,PR1314_2950:1632
PR1314_2951,Tx430/SC265 G Burkina Faso,PR1314_2951:1633
PR1314_2952,Tx430/SC265 G Burkina Faso,PR1314_2952:1634
PR1314_2953,Tx430/SC265 G Burkina Faso,PR1314_2953:1635
PR1314_2954,Tx430/SC265 G Burkina Faso,PR1314_2954:1636
PR1314_2955,Tx430/SC265 G Burkina Faso,PR1314_2955:MERGE
PR1314_2956,Tx430/SC265 G Burkina Faso,PR1314_2956:MERGE
PR1314_2957,Tx430/SC265 G Burkina Faso,PR1314_2957:1639
PR1314_2959,Tx430/SC265 G Burkina Faso,PR1314_2959:MERGE
PR1314_2961,Tx430/SC265 G Burkina Faso,PR1314_2961:1641
PR1314_2963,Tx430/SC265 G Burkina Faso,PR1314_2963:1642
PR1314_2964,Tx430/SC265 G Burkina Faso,PR1314_2964:1643
PR1314_2965,Tx430/SC265 G Burkina Faso,PR1314_2965:1644
PR1314_2966,Tx430/SC265 G Burkina Faso,PR1314_2966:MERGE
PR1314_2967,Tx430/SC265 G Burkina Faso,PR1314_2967:1646
PR1314_2969,Tx430/SC265 G Burkina Faso,PR1314_2969:1647
PR1314_2970,Tx430/SC265 G Burkina Faso,PR1314_2970:1648
PR1314_2971,Tx430/SC265 G Burkina Faso,PR1314_2971:1649
PR1314_2972,Tx430/SC265 G Burkina Faso,PR1314_2972:MERGE
PR1314_2973,Tx430/SC265 G Burkina Faso,PR1314_2973:1651
PR1314_2975,Tx430/SC265 G Burkina Faso,PR1314_2975:1652
PR1314_2978,Tx430/SC265 G Burkina Faso,PR1314_2978:1653
PR1314_2979,Tx430/SC265 G Burkina Faso,PR1314_2979:1654
PR1314_2980,Tx430/SC265 G Burkina Faso,PR1314_2980:1655
PR1314_2981,Tx430/SC265 G Burkina Faso,PR1314_2981:1656
PR1314_2982,Tx430/SC265 G Burkina Faso,PR1314_2982:1657
PR1314_2984,Tx430/SC265 G Burkina Faso,PR1314_2984:1658
PR1314_2985,Tx430/SC265 G Burkina Faso,PR1314_2985:1659
PR1314_2986,Tx430/SC265 G Burkina Faso,PR1314_2986:MERGE
PR1314_2987,Tx430/SC265 G Burkina Faso,PR1314_2987:2340
PR1314_2988,Tx430/SC265 G Burkina Faso,PR1314_2988:2341
PR1314_2989,Tx430/SC265 G Burkina Faso,PR1314_2989:2342
PR1314_2990,Tx430/SC265 G Burkina Faso,PR1314_2990:MERGE
PR1314_2991,Tx430/SC265 G Burkina Faso,PR1314_2991:1674
PR1314_2992,Tx430/SC265 G Burkina Faso,PR1314_2992:MERGE
PR1314_2993,Tx430/SC265 G Burkina Faso,PR1314_2993:2346
PR1314_2994,Tx430/SC265 G Burkina Faso,PR1314_2994:2347
PR1314_2995,Tx430/SC265 G Burkina Faso,PR1314_2995:2348
PR1314_2996,Tx430/SC265 G Burkina Faso,PR1314_2996:2349
PR1314_2997,Tx430/SC265 G Burkina Faso,PR1314_2997:1675
PR1314_2998,Tx430/SC265 G Burkina Faso,PR1314_2998:2351
PR1314_3000,Tx430/SC265 G Burkina Faso,PR1314_3000:MERGE
PR1314_3001,Tx430/SC283 G Tanzania,PR1314_3001:2353
PR1314_3002,Tx430/SC283 G Tanzania,PR1314_3002:2354
PR1314_3003,Tx430/SC283 G Tanzania,PR1314_3003:2355
PR1314_3004,Tx430/SC283 G Tanzania,PR1314_3004:2356
PR1314_3005,Tx430/SC283 G Tanzania,PR1314_3005:2357
PR1314_3006,Tx430/SC283 G Tanzania,PR1314_3006:2358
PR1314_3007,Tx430/SC283 G Tanzania,PR1314_3007:2359
PR1314_3008,Tx430/SC283 G Tanzania,PR1314_3008:MERGE
PR1314_3009,Tx430/SC283 G Tanzania,PR1314_3009:2361
PR1314_3010,Tx430/SC283 G Tanzania,PR1314_3010:MERGE
PR1314_3011,Tx430/SC283 G Tanzania,PR1314_3011:MERGE
PR1314_3012,Tx430/SC283 G Tanzania,PR1314_3012:2364
PR1314_3013,Tx430/SC283 G Tanzania,PR1314_3013:2365
PR1314_3014,Tx430/SC283 G Tanzania,PR1314_3014:2366
PR1314_3017,Tx430/SC283 G Tanzania,PR1314_3017:2367
PR1314_3018,Tx430/SC283 G Tanzania,PR1314_3018:2368
PR1314_3019,Tx430/SC283 G Tanzania,PR1314_3019:2369
PR1314_3020,Tx430/SC283 G Tanzania,PR1314_3020:2370
PR1314_3021,Tx430/SC283 G Tanzania,PR1314_3021:MERGE
PR1314_3022,Tx430/SC283 G Tanzania,PR1314_3022:2372
PR1314_3023,Tx430/SC283 G Tanzania,PR1314_3023:2373
PR1314_3024,Tx430/SC283 G Tanzania,PR1314_3024:MERGE
PR1314_3025,Tx430/SC283 G Tanzania,PR1314_3025:2375
PR1314_3026,Tx430/SC283 G Tanzania,PR1314_3026:MERGE
PR1314_3027,Tx430/SC283 G Tanzania,PR1314_3027:2377
PR1314_3028,Tx430/SC283 G Tanzania,PR1314_3028:MERGE
PR1314_3029,Tx430/SC283 G Tanzania,PR1314_3029:2379
PR1314_3030,Tx430/SC283 G Tanzania,PR1314_3030:2380
PR1314_3031,Tx430/SC283 G Tanzania,PR1314_3031:2381
PR1314_3032,Tx430/SC283 G Tanzania,PR1314_3032:2382
PR1314_3033,Tx430/SC283 G Tanzania,PR1314_3033:2383
PR1314_3034,Tx430/SC283 G Tanzania,PR1314_3034:2384
PR1314_3035,Tx430/SC283 G Tanzania,PR1314_3035:2385
PR1314_3036,Tx430/SC283 G Tanzania,PR1314_3036:2386
PR1314_3037,Tx430/SC283 G Tanzania,PR1314_3037:2387
PR1314_3038,Tx430/SC283 G Tanzania,PR1314_3038:2388
PR1314_3039,Tx430/SC283 G Tanzania,PR1314_3039:2389
PR1314_3040,Tx430/SC283 G Tanzania,PR1314_3040:2390
PR1314_3041,Tx430/SC283 G Tanzania,PR1314_3041:2391
PR1314_3042,Tx430/SC283 G Tanzania,PR1314_3042:MERGE
PR1314_3043,Tx430/SC283 G Tanzania,PR1314_3043:MERGE
PR1314_3044,Tx430/SC283 G Tanzania,PR1314_3044:2394
PR1314_3045,Tx430/SC283 G Tanzania,PR1314_3045:2395
PR1314_3046,Tx430/SC283 G Tanzania,PR1314_3046:2396
PR1314_3047,Tx430/SC283 G Tanzania,PR1314_3047:2397
PR1314_3048,Tx430/SC283 G Tanzania,PR1314_3048:2398
PR1314_3049,Tx430/SC283 G Tanzania,PR1314_3049:MERGE
